id,category,query1,query2,label
25,支气管炎,联邦克立停治支气管炎吗,联邦克立停可以治疗支气管炎吗,1
26,支气管炎,联邦克立停治支气管炎吗,联邦克立停能治疗支气管炎吗,1
27,支气管炎,联邦克立停治支气管炎吗,联邦克立停用于什么症状,0
28,支气管炎,联邦克立停治支气管炎吗,联邦克立停能治疗什么疾病,0
29,支气管炎,联邦克立停治支气管炎吗,联邦克立停用法用量是什么,0
30,支气管炎,儿子是支气管炎医生开了博利康尼是吗,儿子是支气管炎医生开了博利康尼管用吗？,1
31,支气管炎,儿子是支气管炎医生开了博利康尼是吗,儿子是支气管炎医生开了博利康尼有效果吗？,1
32,支气管炎,儿子是支气管炎医生开了博利康尼是吗,小孩支气管炎吃博利康尼多久能好？,0
33,支气管炎,儿子是支气管炎医生开了博利康尼是吗,小孩支气管炎有哪些症状？,0
34,支气管炎,儿子是支气管炎医生开了博利康尼是吗,小孩支气管炎吃博利康尼有何副作用？,0
35,支气管炎,支气管炎可以吃桂龙咳喘宁桂龙咳喘宁胶囊吗？,支气管炎能吃桂龙咳喘宁桂龙咳喘宁胶囊吗？,1
36,支气管炎,支气管炎可以吃桂龙咳喘宁桂龙咳喘宁胶囊吗？,支气管炎可不可以吃桂龙咳喘宁桂龙咳喘宁胶囊？,1
37,支气管炎,支气管炎可以吃桂龙咳喘宁桂龙咳喘宁胶囊吗？,支气管炎吃头孢还是桂龙咳喘宁桂龙咳喘宁胶囊,0
38,支气管炎,支气管炎可以吃桂龙咳喘宁桂龙咳喘宁胶囊吗？,支气管炎阿莫西林和桂龙咳喘宁桂龙咳喘宁胶囊可以一起吃吗,0
39,支气管炎,支气管炎可以吃桂龙咳喘宁桂龙咳喘宁胶囊吗？,支气管炎，吃了三天桂龙咳喘宁桂龙咳喘宁胶囊，可否换成头孢？,0
40,支气管炎,支气管炎可以吃桂龙咳喘宁桂龙咳喘宁胶囊吗？,支气管炎吃桂龙咳喘宁桂龙咳喘宁胶囊有效果吗,1
41,支气管炎,支气管炎可以吃桂龙咳喘宁桂龙咳喘宁胶囊吗？,支气管炎需要吃桂龙咳喘宁桂龙咳喘宁胶囊吗？,1
42,支气管炎,支气管炎可以吃桂龙咳喘宁桂龙咳喘宁胶囊吗？,支气管炎是什么症状,0
43,支气管炎,支气管炎可以吃桂龙咳喘宁桂龙咳喘宁胶囊吗？,支气管炎需要吃药什么药,0
44,支气管炎,支气管炎可以吃桂龙咳喘宁桂龙咳喘宁胶囊吗？,桂龙咳喘宁桂龙咳喘宁胶囊作用是什么,0
45,支气管炎,小儿支气管炎复发了该怎么办？,小儿支气管炎复发了如何是好？,1
46,支气管炎,小儿支气管炎复发了该怎么办？,小儿支气管炎复发了怎么做？,1
47,支气管炎,小儿支气管炎复发了该怎么办？,小儿支气管炎会复发吗？,0
48,支气管炎,小儿支气管炎复发了该怎么办？,小儿支气管炎有什么症状？,0
49,支气管炎,小儿支气管炎复发了该怎么办？,小儿支气管炎多长时间能治好？,0
50,支气管炎,支气管炎需要做什么检查确诊,支气管炎做什么检查能够确诊？,1
51,支气管炎,支气管炎需要做什么检查确诊,做什么检查能确诊支气管炎？,1
52,支气管炎,支气管炎需要做什么检查确诊,支气管炎病发病怎么治？,0
53,支气管炎,支气管炎需要做什么检查确诊,支气管炎病的病因是什么？,0
54,支气管炎,支气管炎需要做什么检查确诊,支气管炎病人能吃什么药？,0
55,支气管炎,支气管炎低烧反复发作,支气管炎低烧反复发作怎么办,1
56,支气管炎,支气管炎低烧反复发作,支气管炎低烧反复发作怎么处理,1
57,支气管炎,支气管炎低烧反复发作,支气管炎低烧反复发作会不会留下后遗症,0
58,支气管炎,支气管炎低烧反复发作,支气管炎低烧反复发作是什么导致的,0
59,支气管炎,支气管炎低烧反复发作,支气管炎低烧反复发作是什么原因,0
60,支气管炎,孩子支气管炎治好以后会复发吗,小孩得支气管炎好了会复发吗？,1
61,支气管炎,孩子支气管炎治好以后会复发吗,小孩得支气管炎治愈后还复发吗？,1
62,支气管炎,孩子支气管炎治好以后会复发吗,小孩支气管炎怎么办？,0
63,支气管炎,孩子支气管炎治好以后会复发吗,儿童支气管炎会传染吗？,0
64,支气管炎,孩子支气管炎治好以后会复发吗,孩子支气管炎好了后如何增加营养？,0
65,支气管炎,宝宝支气管炎发烧几天能好,宝宝支气管炎发烧多久能好,1
66,支气管炎,宝宝支气管炎发烧几天能好,宝宝支气管炎发烧治愈需要几天,1
67,支气管炎,宝宝支气管炎发烧几天能好,宝宝支气管炎发烧好不好,0
68,支气管炎,宝宝支气管炎发烧几天能好,宝宝支气管炎发烧怎么办,0
69,支气管炎,宝宝支气管炎发烧几天能好,宝宝导致发烧的原因是什么,0
70,支气管炎,新生儿支气管炎症状？,新生儿支气管炎症状有哪些,1
71,支气管炎,新生儿支气管炎症状？,婴儿支气管炎症状表现是什么,1
72,支气管炎,新生儿支气管炎症状？,新生儿支气管炎严重吗？？,0
73,支气管炎,新生儿支气管炎症状？,新生儿支气管炎怎么办,0
74,支气管炎,新生儿支气管炎症状？,新生儿支气管炎如何治疗,0
75,支气管炎,北京治疗支气管炎好的医院是哪家,北京哪家医院治疗支气管炎好？,1
76,支气管炎,北京治疗支气管炎好的医院是哪家,北京哪家医院治疗支气管炎效果好？,1
77,支气管炎,北京治疗支气管炎好的医院是哪家,支气管炎好治吗？,0
78,支气管炎,北京治疗支气管炎好的医院是哪家,哪个地区治疗支气管炎高效？,0
79,支气管炎,北京治疗支气管炎好的医院是哪家,支气管炎病怎么治疗?,0
80,支气管炎,请问患了支气管炎博利康尼能治疗吗,请问博利康尼能治疗支气管炎患者吗？,1
81,支气管炎,请问患了支气管炎博利康尼能治疗吗,患了支气管炎博利康尼可否能治疗？,1
82,支气管炎,请问患了支气管炎博利康尼能治疗吗,患了支气管炎要注意什么？,0
83,支气管炎,请问患了支气管炎博利康尼能治疗吗,支气管炎有哪些症状？,0
84,支气管炎,请问患了支气管炎博利康尼能治疗吗,患了支气管炎能根治吗？,0
85,支气管炎,小儿支气管炎饮食需要注意什么？,小儿支气管炎饮食上有什么需要注意的？,1
86,支气管炎,小儿支气管炎饮食需要注意什么？,小儿支气管炎饮食的注意事项是什么？,1
87,支气管炎,小儿支气管炎饮食需要注意什么？,小儿支气管炎有哪些症状？,0
88,支气管炎,小儿支气管炎饮食需要注意什么？,小儿支气管炎是什么病？,0
89,支气管炎,小儿支气管炎饮食需要注意什么？,小儿支气管炎能根治吗？,0
90,支气管炎,孩子感冒咳嗽如何判断是支气管炎,孩子感冒咳嗽怎么判断是支气管炎,1
91,支气管炎,孩子感冒咳嗽如何判断是支气管炎,孩子感冒咳嗽怎么看出来是支气管炎,1
92,支气管炎,孩子感冒咳嗽如何判断是支气管炎,宝宝一个月两次感冒咳嗽，是支气管炎吗,0
93,支气管炎,孩子感冒咳嗽如何判断是支气管炎,急性支气管炎宝宝感冒咳嗽,0
94,支气管炎,孩子感冒咳嗽如何判断是支气管炎,支气管炎孩子感冒咳嗽，鼻塞,0
95,支气管炎,孩子感冒咳嗽如何判断是支气管炎,孩子支气管炎的症状是感冒咳嗽吗,1
96,支气管炎,孩子感冒咳嗽如何判断是支气管炎,孩子感冒咳嗽怎样判断是支气管炎,1
97,支气管炎,孩子感冒咳嗽如何判断是支气管炎,孩子感冒咳嗽是肺炎吗,0
98,支气管炎,孩子感冒咳嗽如何判断是支气管炎,孩子感冒咳嗽吃什么药,0
99,支气管炎,孩子感冒咳嗽如何判断是支气管炎,孩子感冒咳嗽是怎么回事,0
100,支气管炎,支气管炎吃转移因子美川清可以吗,支气管炎能吃转移因子美川清吗？,1
101,支气管炎,支气管炎吃转移因子美川清可以吗,支气管炎病人吃转移因子美川清可取吗？,1
102,支气管炎,支气管炎吃转移因子美川清可以吗,支气管炎会自己好吗？,0
103,支气管炎,支气管炎吃转移因子美川清可以吗,转移因子美川清是用来治疗什么的？,0
104,支气管炎,支气管炎吃转移因子美川清可以吗,转移因子美川清有什么注意的？,0
105,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎的病因是什么？,1
106,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎是什么原因引起的？,1
107,支气管炎,小儿支气管炎的原因有哪些？,小儿急性支气管炎的病因,0
108,支气管炎,小儿支气管炎的原因有哪些？,小儿感冒的原因,0
109,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎的原因有哪些？,0
110,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎有哪些原因？,1
111,支气管炎,小儿支气管炎的原因有哪些？,有哪些原因导致小儿支气管炎？,1
112,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎吃药没有效果怎么办？,0
113,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎可以用哪些药？,0
114,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎可以预防吗？,0
115,支气管炎,得了小儿支气管炎，血常规正常吗？,得了小儿支气管炎，血常规是否正常？,1
116,支气管炎,得了小儿支气管炎，血常规正常吗？,得了小儿支气管炎的话血常规还正常吗？,1
117,支气管炎,得了小儿支气管炎，血常规正常吗？,怎么判断咳嗽是否为支气管炎？,0
118,支气管炎,得了小儿支气管炎，血常规正常吗？,小儿支气管炎血常规是什么？,0
119,支气管炎,得了小儿支气管炎，血常规正常吗？,小儿肺炎需要做血常规吗？,0
120,支气管炎,小儿支气管炎传染吗？,小儿支气管炎会不会传染？,1
121,支气管炎,小儿支气管炎传染吗？,小儿支气管炎会传染给别人吗？,1
122,支气管炎,小儿支气管炎传染吗？,小儿支气管炎是怎么传播的？,0
123,支气管炎,小儿支气管炎传染吗？,小儿支气管炎的症状有哪些？,0
124,支气管炎,小儿支气管炎传染吗？,怎么治疗小儿支气管炎？,0
125,支气管炎,有支气管炎，复方氯喘片能否常吃,有支气管炎，复方氯喘片可以长期服用吗？,1
126,支气管炎,有支气管炎，复方氯喘片能否常吃,有支气管炎能经常吃复方氯喘片吗？,1
127,支气管炎,有支气管炎，复方氯喘片能否常吃,复方氯喘片对有支气管炎的病人有副作用吗？,0
128,支气管炎,有支气管炎，复方氯喘片能否常吃,复方氯喘片可以治疗什么病？,0
129,支气管炎,有支气管炎，复方氯喘片能否常吃,复方氯喘片的注意事项是什么？,0
130,支气管炎,3岁宝宝支气管炎，弱阳性是什么啊。,3岁宝宝支气管炎，弱阳性是什么意思？,1
131,支气管炎,3岁宝宝支气管炎，弱阳性是什么啊。,3岁宝宝支气管炎，弱阳性代表什么？,1
132,支气管炎,3岁宝宝支气管炎，弱阳性是什么啊。,支气管炎弱阳性有哪些症状？,0
133,支气管炎,3岁宝宝支气管炎，弱阳性是什么啊。,支气管炎好治吗？,0
134,支气管炎,3岁宝宝支气管炎，弱阳性是什么啊。,支气管炎弱阳性怎么治？,0
135,支气管炎,婴幼儿支气管炎的症状是什么？,婴幼儿支气管炎的症状有哪些？,1
136,支气管炎,婴幼儿支气管炎的症状是什么？,支气管炎婴幼儿有哪些症状？,1
137,支气管炎,婴幼儿支气管炎的症状是什么？,婴幼儿支气管炎如何预防？,0
138,支气管炎,婴幼儿支气管炎的症状是什么？,婴幼儿支气管炎可以预防吗？,0
139,支气管炎,婴幼儿支气管炎的症状是什么？,婴幼儿支气管炎的病因是什么？,0
140,支气管炎,我的一个女儿患了支气管炎刚出生怎么办,新生儿患了支气管炎刚出生如何是好？,1
141,支气管炎,我的一个女儿患了支气管炎刚出生怎么办,我的一个刚出生女儿患了支气管炎该怎么做才好？,1
142,支气管炎,我的一个女儿患了支气管炎刚出生怎么办,宝宝支气管炎严重吗？,0
143,支气管炎,我的一个女儿患了支气管炎刚出生怎么办,宝宝支气管炎多久能好？,0
144,支气管炎,我的一个女儿患了支气管炎刚出生怎么办,小儿支气管炎是什么症状？,0
145,支气管炎,支气管炎是支气管炎吗？,支气管炎是支气管炎吗？,1
146,支气管炎,支气管炎是支气管炎吗？,支气管炎和支气管炎一样吗？,1
147,支气管炎,支气管炎是支气管炎吗？,支气管炎与支气管炎可以用什么药治疗？,0
148,支气管炎,支气管炎是支气管炎吗？,支气管炎与支气管炎有什么关系？,0
149,支气管炎,支气管炎是支气管炎吗？,支气管炎与支气管炎会有后遗症吗？,0
150,支气管炎,孕妇支气管炎吃什么药?,孕妇支气管炎怎样治疗,1
151,支气管炎,孕妇支气管炎吃什么药?,孕妇支气管炎能吃什么药,1
152,支气管炎,孕妇支气管炎吃什么药?,孕妇支气管炎是什么引起的,0
153,支气管炎,孕妇支气管炎吃什么药?,受凉会引起孕妇支气管炎吗,0
154,支气管炎,孕妇支气管炎吃什么药?,孕妇支气管炎能引起腹泻吗,0
155,支气管炎,小儿支气管炎怎么样治疗,小儿支气管炎如何治疗？,1
156,支气管炎,小儿支气管炎怎么样治疗,怎样治疗小儿支气管炎？,1
157,支气管炎,小儿支气管炎怎么样治疗,小儿支气管炎严重吗？,0
158,支气管炎,小儿支气管炎怎么样治疗,小儿支气管炎有什么症状呢？,0
159,支气管炎,小儿支气管炎怎么样治疗,小儿支气管炎的注意事项是什么？,0
160,支气管炎,小儿支气管炎会反复发作吗？,小儿支气管炎会不会反复发作？,1
161,支气管炎,小儿支气管炎会反复发作吗？,小儿支气管炎是不是经常复发？,1
162,支气管炎,小儿支气管炎会反复发作吗？,小儿支气管炎怎么治？,0
163,支气管炎,小儿支气管炎会反复发作吗？,小儿支气管炎能根治吗？,0
164,支气管炎,小儿支气管炎会反复发作吗？,小儿支气管炎有哪些症状？,0
165,支气管炎,支气管炎怎么就突然间好了？,为什么支气管炎突然就好了？,1
166,支气管炎,支气管炎怎么就突然间好了？,支气管炎突然间好了是什么原因？,1
167,支气管炎,支气管炎怎么就突然间好了？,支气管炎不能自愈吗？,0
168,支气管炎,支气管炎怎么就突然间好了？,支气管炎病是怎么得上的？,0
169,支气管炎,支气管炎怎么就突然间好了？,支气管炎病有哪些症状？,0
170,支气管炎,儿童支气管炎怎么治疗,孩子得了支气管炎要怎么治疗？,1
171,支气管炎,儿童支气管炎怎么治疗,儿童支气管炎该如何治疗？,1
172,支气管炎,儿童支气管炎怎么治疗,怎么确定宝宝得了支气管炎？,0
173,支气管炎,儿童支气管炎怎么治疗,小孩子得了支气管炎会传染给大人吗？,0
174,支气管炎,儿童支气管炎怎么治疗,小孩子支气管炎有什么症状？,0
175,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染的症状是什么？,1
176,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染有什么症状？,1
177,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染多久能好？,0
178,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染要住院?,0
179,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染用什么方法治疗？,0
180,支气管炎,支气管炎的症状及治疗方法是什么,支气管炎有什么症状治疗支气管炎的方法有哪些?,1
181,支气管炎,支气管炎的症状及治疗方法是什么,支气管炎有哪些症状有什么治疗方法？,1
182,支气管炎,支气管炎的症状及治疗方法是什么,肺炎衣原体与支气管炎有什么区别？,0
183,支气管炎,支气管炎的症状及治疗方法是什么,支气管炎培养及药敏的检验单怎么看？,0
184,支气管炎,支气管炎的症状及治疗方法是什么,小儿支原体与小儿支气管炎相同吗？,0
185,支气管炎,小儿支气管炎能用中医治疗吗？,中医能否医治小儿支气管炎？,1
186,支气管炎,小儿支气管炎能用中医治疗吗？,小儿支气管炎可以通过中医治疗吗？,1
187,支气管炎,小儿支气管炎能用中医治疗吗？,小儿支气管炎有哪些治疗方法？,0
188,支气管炎,小儿支气管炎能用中医治疗吗？,小儿支气管炎是什么病？,0
189,支气管炎,小儿支气管炎能用中医治疗吗？,小儿支气管炎饮食需要注意什么？,0
190,支气管炎,小儿支气管炎的症状是什么？,小儿支气管炎有哪些症状？,1
191,支气管炎,小儿支气管炎的症状是什么？,小儿支气管炎有什么样的症状？,1
192,支气管炎,小儿支气管炎的症状是什么？,怎么治疗小儿支气管炎？,0
193,支气管炎,小儿支气管炎的症状是什么？,小儿支气管炎会传染吗？,0
194,支气管炎,小儿支气管炎的症状是什么？,小儿支气管炎吃什么药有效果？,0
195,支气管炎,支气管炎症状有哪些？,支气管炎的症状有什么？,1
196,支气管炎,支气管炎症状有哪些？,支气管炎表现有哪些？,1
197,支气管炎,支气管炎症状有哪些？,支气管炎有哪些治疗措施？,0
198,支气管炎,支气管炎症状有哪些？,支气管炎有哪些好的疗法？,0
199,支气管炎,支气管炎症状有哪些？,支气管炎检查有哪些？,0
200,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎的病因是什么？,1
201,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎是什么原因引起的？,1
202,支气管炎,小儿支气管炎的原因有哪些？,小儿急性支气管炎的病因,0
203,支气管炎,小儿支气管炎的原因有哪些？,小儿感冒的原因,0
204,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎的原因有哪些？,0
205,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎有哪些原因？,1
206,支气管炎,小儿支气管炎的原因有哪些？,有哪些原因导致小儿支气管炎？,1
207,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎吃药没有效果怎么办？,0
208,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎可以用哪些药？,0
209,支气管炎,小儿支气管炎的原因有哪些？,小儿支气管炎可以预防吗？,0
210,支气管炎,小儿支气管炎，需要如何治疗?,小儿支气管炎要怎么治疗？,1
211,支气管炎,小儿支气管炎，需要如何治疗?,该如何治疗小儿支气管炎？,1
212,支气管炎,小儿支气管炎，需要如何治疗?,小儿支气管炎是什么？,0
213,支气管炎,小儿支气管炎，需要如何治疗?,小儿支气管炎是什么症状？,0
214,支气管炎,小儿支气管炎，需要如何治疗?,小儿支气管炎怎么确诊？,0
215,支气管炎,支气管炎吃什么药好?,支气管炎吃什么药管用?,1
216,支气管炎,支气管炎吃什么药好?,支气管炎适宜服用什么药?,1
217,支气管炎,支气管炎吃什么药好?,支气管炎怎么治?,0
218,支气管炎,支气管炎吃什么药好?,支气管炎有哪些症状?,0
219,支气管炎,支气管炎吃什么药好?,支气管炎有潜伏期吗?,0
220,支气管炎,支气管炎发烧38度,支气管炎发烧38度怎么治疗?,1
221,支气管炎,支气管炎发烧38度,支气管炎发烧38度咋办,1
222,支气管炎,支气管炎发烧38度,支气管炎，发烧38.3时可以哺乳吗,0
223,支气管炎,支气管炎发烧38度,支气管炎引起的发烧，一直38度退不下来,0
224,支气管炎,支气管炎发烧38度,支气管炎发烧38度会有什么症状,0
225,支气管炎,宝宝支气管炎吃什么药好,宝宝支气管炎用什么药治疗吗,1
226,支气管炎,宝宝支气管炎吃什么药好,治疗宝宝支气管炎哪种药效果好,1
227,支气管炎,宝宝支气管炎吃什么药好,宝宝支气管炎是什么原因,0
228,支气管炎,宝宝支气管炎吃什么药好,宝宝感冒怎么办,0
229,支气管炎,宝宝支气管炎吃什么药好,宝宝支气管炎反复发烧影响智力吗,0
230,支气管炎,孩子支气管炎治好以后会复发吗,小孩得支气管炎好了会复发吗？,1
231,支气管炎,孩子支气管炎治好以后会复发吗,小孩得支气管炎治愈后还复发吗？,1
232,支气管炎,孩子支气管炎治好以后会复发吗,小孩支气管炎怎么办？,0
233,支气管炎,孩子支气管炎治好以后会复发吗,儿童支气管炎会传染吗？,0
234,支气管炎,孩子支气管炎治好以后会复发吗,孩子支气管炎好了后如何增加营养？,0
235,支气管炎,宝宝支气管炎性支气管炎怎么办,宝宝有支气管炎性支气管炎如何处理？,1
236,支气管炎,宝宝支气管炎性支气管炎怎么办,宝宝支气管炎性支气管炎该怎么治疗？,1
237,支气管炎,宝宝支气管炎性支气管炎怎么办,宝宝支气管炎性支气管炎是什么原因？,0
238,支气管炎,宝宝支气管炎性支气管炎怎么办,支气管炎性支气管炎怎么预防？,0
239,支气管炎,宝宝支气管炎性支气管炎怎么办,支气管炎性支气管炎有什么症状？,0
240,支气管炎,支气管炎吃什么药好,支气管炎吃什么药才能好？,1
241,支气管炎,支气管炎吃什么药好,支气管炎有什么特效药？,1
242,支气管炎,支气管炎吃什么药好,小孩支气管炎吃什么药好?,0
243,支气管炎,支气管炎吃什么药好,宝宝支气管炎吃什么药好？,0
244,支气管炎,支气管炎吃什么药好,支气管炎有哪些药可以吃？,0
245,支气管炎,小孩支气管炎咳嗽吃什么药,小孩支气管炎能吃什么药,1
246,支气管炎,小孩支气管炎咳嗽吃什么药,小孩支气管炎需要吃什么药,1
247,支气管炎,小孩支气管炎咳嗽吃什么药,小孩支气管炎能引起咳嗽吗,0
248,支气管炎,小孩支气管炎咳嗽吃什么药,小孩支气管炎是怎么回事,0
249,支气管炎,小孩支气管炎咳嗽吃什么药,小孩咳嗽怎么回事,0
250,支气管炎,宝宝支气管炎吃什么药,小儿支气管炎吃什么药?,1
251,支气管炎,宝宝支气管炎吃什么药,宝宝支气管炎吃那种药?,1
252,支气管炎,宝宝支气管炎吃什么药,七个月宝宝支气管炎吃什么药好？,0
253,支气管炎,宝宝支气管炎吃什么药,42天的宝宝支气管炎吃什么药,0
254,支气管炎,宝宝支气管炎吃什么药,宝宝支气管炎吃什么药快,0
255,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽该吃什么药？,1
256,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽吃什么药有效？,1
257,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽怎么办？,0
258,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽的病因是什么？,0
259,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽怎么治？,0
260,支气管炎,宝宝一周得了支气管炎输了五天异丙托溴铵气雾剂可以吗,宝宝一周得了支气管炎输了五天异丙托溴铵气雾剂可以这样吗？,1
261,支气管炎,宝宝一周得了支气管炎输了五天异丙托溴铵气雾剂可以吗,宝宝一周得了支气管炎输了五天异丙托溴铵气雾剂能行吗？,1
262,支气管炎,宝宝一周得了支气管炎输了五天异丙托溴铵气雾剂可以吗,支气管炎打异丙托溴铵气雾剂不见好是什么原因？,0
263,支气管炎,宝宝一周得了支气管炎输了五天异丙托溴铵气雾剂可以吗,支气管炎可以根治吗？,0
264,支气管炎,宝宝一周得了支气管炎输了五天异丙托溴铵气雾剂可以吗,得了支气管炎输异丙托溴铵气雾剂有啥副作用？,0
265,支气管炎,关于支气管炎的治疗方法有哪些,支气管炎有哪些治疗方案？,1
266,支气管炎,关于支气管炎的治疗方法有哪些,关于支气管炎的治疗方法有什么？,1
267,支气管炎,关于支气管炎的治疗方法有哪些,支气管炎病有什么症状？,0
268,支气管炎,关于支气管炎的治疗方法有哪些,支气管炎病的病因是什么？,0
269,支气管炎,关于支气管炎的治疗方法有哪些,治疗支气管炎容易吗？,0
270,支气管炎,得了支气管炎可以服用博利康尼吗,请问博利康尼能治疗支气管炎吗？,1
271,支气管炎,得了支气管炎可以服用博利康尼吗,得了支气管炎能否服用博利康尼？,1
272,支气管炎,得了支气管炎可以服用博利康尼吗,支气管炎有什么症状？,0
273,支气管炎,得了支气管炎可以服用博利康尼吗,得了支气管炎怎么治疗有效果？,0
274,支气管炎,得了支气管炎可以服用博利康尼吗,得了支气管炎会传染给家人吗？,0
275,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽该吃什么药？,1
276,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽吃什么药有效？,1
277,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽怎么办？,0
278,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽的病因是什么？,0
279,支气管炎,小儿支气管炎咳嗽吃什么药好,小儿支气管炎咳嗽怎么治？,0
280,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染的症状是什么？,1
281,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染有什么症状？,1
282,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染多久能好？,0
283,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染要住院?,0
284,支气管炎,宝宝支气管炎感染的症状有哪些？,宝宝支气管炎感染用什么方法治疗？,0
285,支气管炎,支气管炎一个月多了，夜里反复怎么办,支气管炎一个月多了，夜里反复该如何是好？,1
286,支气管炎,支气管炎一个月多了，夜里反复怎么办,支气管炎一个月多了，夜里反复怎么治疗？,1
287,支气管炎,支气管炎一个月多了，夜里反复怎么办,支气管炎病人平时应注意什么好？,0
288,支气管炎,支气管炎一个月多了，夜里反复怎么办,支气管炎病有哪些症状？,0
289,支气管炎,支气管炎一个月多了，夜里反复怎么办,支气管炎会不会传染？,0
290,支气管炎,孕妇支气管炎吃什么药?,孕妇支气管炎怎样治疗,1
291,支气管炎,孕妇支气管炎吃什么药?,孕妇支气管炎能吃什么药,1
292,支气管炎,孕妇支气管炎吃什么药?,孕妇支气管炎是什么引起的,0
293,支气管炎,孕妇支气管炎吃什么药?,受凉会引起孕妇支气管炎吗,0
294,支气管炎,孕妇支气管炎吃什么药?,孕妇支气管炎能引起腹泻吗,0
295,支气管炎,婴幼儿支气管炎的症状是什么？,婴幼儿支气管炎的症状有哪些？,1
296,支气管炎,婴幼儿支气管炎的症状是什么？,支气管炎婴幼儿有哪些症状？,1
297,支气管炎,婴幼儿支气管炎的症状是什么？,婴幼儿支气管炎如何预防？,0
