id,category,query1,query2,label
90,哮喘,怎么治疗过敏性哮喘比较好,治疗过敏性哮喘比较好的方法怎么治,1
91,上呼吸道感染,孩子老感冒发烧需要采取什么方法,儿童老是感冒发烧，怎么治疗,1
92,感冒,感冒喉咙痛能吃什么水果,感冒喉咙痛什么水果可以吃,1
93,上呼吸道感染,复方氨肽素片可以和紫丹银屑胶囊一起服用可以吗,紫丹银屑胶囊能同复方氨肽素片一起服用没副作用吧,1
94,胸膜炎,肺炎胸膜炎能不能引起室早,肺炎胸膜炎有什么症状,0
95,哮喘,如何治疗过敏性哮喘最好呢？,过敏性哮喘病好治吗？,0
96,感冒,一直流鼻涕打喷嚏该咋办,一直流鼻涕打喷嚏有什么办法吗,1
97,肺气肿,并泡性肺气肿该吃什么药效果好？,并泡性肺气肿是什么？,0
98,肺气肿,患有慢支肺气肿如何医治？,肺气肿，老慢支怎么治好？,1
99,胸膜炎,不发烧咳嗽有可能得胸膜炎吗,胸膜炎除了胸痛胸闷还有什么症状,0
100,感冒,小孩感冒好后吃什么增强免疫力,吃什么能让小孩感冒后补充营养,1
101,感冒,哺乳期腹股沟淋巴结肿大需要怎么治,哺乳期腹股沟淋巴结肿大有什么方法,1
102,上呼吸道感染,是什么原因导致小儿上呼吸道感染的？,小儿上呼吸道感染如何预防？,0
103,感冒,为什么小孩长期流鼻涕？,小孩长期打喷嚏是呼吸道疾病吗,0
104,感冒,什么药治疗一直流清水鼻涕打喷嚏,感冒除了流鼻涕还有别的其他状况没有？,0
105,哮喘,哮喘一个月多了，夜里反复怎么治疗？,哮喘病人平时应注意什么好？,0
106,哮喘,过敏性哮喘如何治疗,过敏性哮喘能不能通过手术治愈,0
107,肺炎,成人肺炎有哪些症状和体征？,成人肺炎患者有什么症状,1
108,肺气肿,肺气肿病该怎么治？,肺气肿疾病该怎么治疗？,1
109,感冒,哺乳期腹股沟淋巴结肿大有什么办法,哺乳期腹股沟淋巴结肿大有什么办法,1
110,感冒,怀孕2个月感冒了有什么办法,孕妇能做无氧运动吗,0
111,感冒,不到5岁小孩老是感冒怎么治？,小孩老是感冒是遗传吗,0
112,肺气肿,肺气肿患者的寿命有多长？,我检查患有肺气肿还能活多久？,1
113,感冒,哺乳期吃过感冒药多长时间可以喂奶？,哺乳期吃感冒药多久能喂奶？,1
114,肺炎,打23价肺炎疫苗需要多少钱啊,23价肺炎疫苗需要多少钱,1
115,胸膜炎,胸膜炎在复查阶段咳嗽这是什么疾病？,胸膜炎在复查阶段咳嗽是哪种病？,1
116,上呼吸道感染,跟别的牌子相比是不是九龙清热解毒口服液比较好,九龙清热解毒口服液是不是最好的,1
117,肺炎,23介肺炎疫苗是不是需要打,仁寿县接种肺炎疫苗哪个医院好？,0
118,肺炎,宝宝得肺炎好了后需要隔离多长时间,孩子病毒性肺炎好了后隔离多长时间？,1
119,肺炎,我可以打23介肺炎疫苗吗,23价肺炎疫苗要不要打,1
120,感冒,感冒灵颗粒孕妇能不能使用,孕妇感冒可不可以吃感冒灵颗粒,1
121,肺炎,沙雷菌肺炎的症状表现是什么？,沙雷菌肺炎有什么症状？,1
122,肺炎,阿奇霉素片的适应症有什么呢？,我的孩子才3周岁半然后患有肺炎反复发烧可以使用阿奇霉素片吗？,0
123,上呼吸道感染,"今天早上感冒了,一直打喷嚏,流鼻涕",经常打喷嚏流鼻涕是感冒吗,0
124,肺气肿,肺气肿，胸闷，气短，怎么办？,肺气肿胸闷气短怎么办？,1
125,感冒,不到5岁小孩老是感冒怎样治？,不到5岁小孩老是感冒可能免疫力低？,0
126,感冒,为什么喝菊花枸杞茶会引起感冒？,喝菊花枸杞茶引起感冒是什么情况？,1
127,肺气肿,患有慢支肺气肿有什么好的治疗方法吗？,患有慢支肺气肿会传染家人吗？,0
128,感冒,九个月宝宝流鼻涕怎样治,九个月宝宝流鼻涕有什么办法,1
129,肺炎,小孩肺炎必须住院吗?,小孩肺炎不住院可以吗,1
130,感冒,哺乳期腹股沟淋巴结肿大有什么方法,哺乳期腹股沟淋巴结肿大对孩子有影响吗,0
131,感冒,妈妈感冒了喂母乳有什么影响吗,妈妈感冒了可以继续喂母乳给宝宝吗,1
132,上呼吸道感染,儿童可以吃灵泰邦尼吗一次需要吃多少,小孩子服用灵泰邦尼吃多少合适,1
133,肺炎,孩子肺炎多久能治愈吗,孩子肺炎可以雾化吗,0
134,肺气肿,肺气肿感染要如何治疗很严重吗？,高烧胸口疼肺部感染吐血能治疗好吗？,0
135,感冒,孩子经常流黄鼻涕适宜吃什么药？,孩子经常流黄鼻涕可以服用哪些药？,1
136,感冒,感冒流鼻涕能吃什么药？,感冒流鼻涕可以吃什么药？,1
137,上呼吸道感染,长期吃心灵丸会有哪些不良反应？,怎样服用心灵丸,0
138,感冒,宝宝流黄色的粘稠鼻涕该怎么治,宝宝流黄色的粘稠鼻涕怎么治,1
139,肺气肿,为什么老人肺气肿冬天咳嗽更厉害？,老人肺气肿冬天咳嗽厉害是什么原因？,1
140,感冒,吃感冒药能影响月经推迟吗,吃感冒药能影响大姨妈推迟吗,1
141,感冒,怀孕前期感冒能怎么做,怀孕初期感冒能喝生姜水吗？,0
142,感冒,怀孕前期感冒需要怎么做,怀孕前期感冒了怎样效果好？？？,1
143,上呼吸道感染,上呼道感染应该吃什么药,什么药治疗上呼道感染,1
144,感冒,浦乳期不小心感冒了，能不能吃些感冒药？,哺乳期妈妈感冒喝姜糖水有效果吗？,0
145,支原体肺炎,小儿肺炎支原体抗体弱阳性是什么意思？,小儿肺炎支原体抗体弱阳性的含义是什么？,1
146,肺气肿,治疗肺气肿能办慢性病门诊吗？,慢性病门诊能治疗肺气肿吗？,1
147,肺气肿,肺气肿晚期患者要怎么治疗？,肺气肿患者晚期如何是好？,1
148,上呼吸道感染,孩子上呼道感染引起发烧的诱因是什么,孩子上呼吸道感染引起反复发烧是什么引起的,1
149,上呼吸道感染,不咳嗽但是有痰可以吃复方桔梗怯咳片,复方桔梗怯咳片可以治疗痰多吗,1
150,感冒,怎样快速治疗孕妇感冒,孕妇感冒最快治疗方法有哪些,1
151,肺炎,新型肺炎体温多少,新型冠状病毒肺炎体温发热多少,1
152,感冒,九个月宝宝感冒流鼻涕怎么办,九个月宝宝流鼻涕怎样治,1
153,感冒,小孩胃肠型感冒需要吃什么药,小孩胃肠型感冒可以吃什么药,1
154,肺气肿,肺气肿病人厌食该怎么做？,肺气肿病人厌食怎么办,1
155,上呼吸道感染,小孩上呼吸道感染反复发烧怎么处理,小孩上呼道感染可以引起反复发烧吗,0
156,肺气肿,肺气肿症状有哪些？,患了肺气肿一般会有哪些症状表现啊,1
157,支原体肺炎,四个月宝宝可以喝依托红霉素,依托红霉素颗粒六个月的宝宝怎么吃?宝宝15斤,0
158,肺炎,肺炎一般要治多久才可以好？,肺炎推拿可以治好吗,0
159,肺炎,儿童得了肺炎怎样治疗,小孩得了肺炎吃什么药可以治,0
160,感冒,鼻塞打喷嚏流鼻涕该怎么办？,鼻塞打喷嚏流鼻涕怎么治？,1
161,感冒,孕妇感冒对胎儿有影响吗？,孕妇感冒会影响胎儿吗？,1
162,肺气肿,多年肺气肿可以吃吃补肺丸吗,，我爸肺气肿好多年补肺丸能吃吗？,1
163,肺气肿,得了肺气肿在家要注意些什么,肺气肿注意事项有哪些,1
164,上呼吸道感染,小儿上呼吸道感染的病因是什么？,小儿急性上呼吸道感染的病因,0
165,感冒,感冒流鼻涕头疼发热全身出虚汗有什么办法,头疼发热全身出虚汗是感冒的症状吗,0
166,肺气肿,肺气肿治疗方法有哪些？,治疗肺气肿的方法有哪些？,1
167,肺气肿,怎么区别肺气肿和肺炎？,肺气肿的病因是什么呢?,0
168,感冒,不到5岁小孩老是感冒怎样治？,不到5岁小孩老是感冒采取什么办法？,1
169,感冒,哺乳期感冒能吃什么药？,哺乳期感冒不能吃什么药,0
170,上呼吸道感染,什么病可以用新四方清热解毒口服液,服用新四方清热解毒口服液可以喝酒吗,0
171,上呼吸道感染,婴儿上呼吸道感染是怎么造成的？,婴幼儿免疫力下降是不是会引起上呼吸道感染,1
172,哮喘,咳嗽变异性哮喘能治好吗,咳嗽变异性哮喘治疗方法有多少,0
173,感冒,怀孕感冒了要怎样做,怀孕23周6天，嗓子疼是咽炎吗,0
174,肺炎,小孩肺炎的早期什么症状,孩子患有肺炎怎么办好？,0
175,上呼吸道感染,石家庄清热解毒软胶囊疗效好吗,吃石家庄清热解毒软胶囊忌辛辣油腻生冷食物吗,0
176,支原体肺炎,如何服用太儿欣罗红霉素干混悬剂？,罗红霉素对小孩眼睛有刺激吗？,0
177,哮喘,过敏性哮喘能不能运动,有过敏性哮喘适合哪些运动？,1
178,上呼吸道感染,圣泰清热解毒口服液在医院买多少钱,在医院里圣泰清热解毒口服液卖的比较贵吗,1
179,支原体肺炎,中医能治小儿支原体肺炎吗？,中医治疗小儿支原体肺炎有效果吗？,0
180,感冒,孕妇感冒最快治疗方法有几种,孕妇感冒多喝白开水能好的快点吗,0
181,支原体肺炎,怎样治疗小儿支原体肺炎？,小儿支原体肺炎严重吗？,0
182,感冒,宝宝鼻子老是呼呼响但是没看到鼻涕怎么治,三个月宝宝鼻子呼呼响没看到鼻涕有什么方法,1
183,感冒,感冒能不能喝龙牡壮骨颗粒吗,感冒能不能喝龙牡壮骨颗粒,1
184,支原体肺炎,支原体肺炎在恢复期内会不会传染？,支原体感染能断根吗？,0
185,支原体肺炎,"小儿支原体肺炎一般如何医治,多长时间能好？",小儿支原体肺炎怎么治需要治疗多长时间？,1
186,感冒,：我经常感冒是为什么？,我经常感冒吃什么药,0
187,肺炎,小孩肺炎有什么好的治疗方案嘛？,为什么感冒肺炎会加重心脏负担？,0
188,哮喘,过敏性哮喘吃什么药效果好的快？,过敏性哮喘能治好吗？,0
189,上呼吸道感染,，嗓子疼可以吃克拉霉素分散片吗？,，嗓子疼吃克拉霉素分散片有副作用吗？,0
190,感冒,一来月经就感冒是什么原因,为什么一来月经就感冒,1
191,上呼吸道感染,早上感觉上呼吸道有没有异味,早上感觉上呼吸道有异味是什么原因,1
192,肺炎,小孩肺炎有什么好的治疗方案嘛？,儿童肺炎有什么好的偏方吗？,1
193,感冒,宝宝鼻塞感冒流鼻涕该怎么办？,宝宝感冒流鼻涕，吃点什么见效快？,0
194,咳血,立先裸花紫珠胶囊有啥作用效果好吗,立先裸花紫珠胶囊的疗效好吗,1
195,哮喘,过敏性哮喘应注意哪些问题？,过敏性哮喘要注意什么事项？,1
196,感冒,哺乳期腹股沟淋巴结肿大该怎样,哺乳期腹股沟淋巴结肿大能用消炎药吗,0
197,哮喘,变异性哮喘吃什么食物最佳？,咳嗽变异性哮喘什么症状？,0
198,肺炎,23介肺炎疫苗有打的必要吗,23价肺炎疫苗能不能不打,1
199,感冒,孕妇能经常闻风油精和花露水吗,孕妇经常闻风油精和花露水行吗,1
200,哮喘,治疗哮喘效果最好的方法是什么？,治疗哮喘最好的方法是什么？,1
201,感冒,怀孕期间感冒对胎儿有何影响？,怀孕期间感冒对胎儿影响都有什么,1
202,胸膜炎,"得了支气管肺炎,胸膜炎,吃什么需要忌口","支气管肺炎,胸膜炎,吃什么药",0
203,肺炎,小孩发烧一直不退怎么办？,小孩反复高烧不退怎么办？,0
204,感冒,最好的办法是什么可以预防感冒,怎么能有效预防感冒？,1
205,感冒,怀孕吃感冒药有没有影响？,孕妇吃感冒药有什么危害,0
206,肺气肿,肺气肿能治愈好吗怎么治愈？,肺气肿能治愈好吗怎么治愈？,1
207,感冒,四个月婴儿感冒流鼻涕如何是好？,四个月婴儿感冒流鼻涕要去医院吗？,0
208,上呼吸道感染,上呼吸道过敏综合征是什么样的疾病？,上呼吸道过敏综合征指什么病？,1
209,支原体肺炎,宝宝一周得了支原体肺炎输了五天阿奇霉素可以这样吗？,宝宝一周得了支原体肺炎输了五天阿奇霉素能行吗？,1
210,咳血,肾阴虚吃川黄口服液百令胶囊归还有什么,肾阴虚的症状有哪些,0
211,肺气肿,肺气肿影像报告该如何写？,肺气肿影像报告有什么内容？,0
212,肺气肿,抽烟喝酒对肺气肿病人健康的影响有哪些,肺气肿能抽烟吗？,0
213,肺炎,非典型肺炎的病因是什么？,什么会导致非典型肺炎？,1
214,支原体肺炎,肺炎支原体检查多久出结果？,肺炎支原体检查结果多长时间能出来？,1
215,肺气肿,肺气肿如何可以治好,肺气肿能治好吗？,1
216,上呼吸道感染,信韦灵利巴韦林气雾剂的效果明显吗,信韦灵利巴韦林气雾剂是口腔用药吗,0
217,肺气肿,肺气肿能治愈好吗怎么治愈？,肺气肿应怎么治啊？能治好吗？,1
218,肺炎,发热咳嗽不是新型肺炎的首发症状,咳嗽发热不是新型冠状病毒肺炎的第一症状,1
219,上呼吸道感染,素比伏有哪些副作用,素比伏副作用有哪些,1
220,上呼吸道感染,金页黄芪片的生产厂家在哪里价格能接受吗,金页黄芪片是饭前吃还是饭后吃,0
221,哮喘,得了过敏性哮喘这种情况如何处理？,患了过敏性哮喘的注意事项是什么？,0
222,感冒,宝宝流黄色的粘稠鼻涕怎么办呢,宝宝流黄色的粘稠鼻涕可以吃阿莫西林胶囊吗,0
223,感冒,孕妇喝红糖煮姜水可以治感冒吗,孕妇感冒可不可喝红糖煮姜水吗,1
224,感冒,哺乳期打喷嚏，流鼻涕感冒症状怎么办？,哺乳期感冒流鼻涕打喷嚏有什么办法,1
225,感冒,感冒期间能不能怀孕？,怀孕感冒了吃什么药,0
226,胸膜炎,患过结核胸膜炎能不能怀孕吗？,患过结核胸膜炎有什么后遗症？,0
227,支原体肺炎,顺尔宁能不能治疗支原体肺炎？,顺尔宁有什么副作用？,0
228,感冒,感冒属于外科还是内科,感冒挂什么科室,1
229,上呼吸道感染,由上呼吸道感染引起的病毒性感冒,7个月宝宝病毒性感冒引起上呼吸道感染，吃,0
230,肺气肿,肺气肿要注意些什么,得了肺气肿在家要注意些什么,1
231,上呼吸道感染,非洛地平缓释片波依定卖多少钱？,非洛地平缓释片波依定价格是多少？,1
232,胸膜炎,结合性胸膜炎能不能注射利福平,结合性胸膜炎需要做手术吗,0
233,胸膜炎,"支气管肺炎,胸膜炎,什么东西禁吃？","支气管肺炎,胸膜炎,不能干什么？",0
234,肺气肿,肺气肿是怎么造成的？,肺气肿常见症状有什么？,0
235,感冒,吃感冒药期间怀孕是不是有影响,吃消炎药期间怀孕了，对胎儿好吗,0
236,上呼吸道感染,婴幼儿为什么会得上呼吸道感染,新生儿上呼吸道感染，会引发唇色发黑么？,0
237,咳血,百令胶囊长时间服用会有问题吗?,百令胶囊的服用方法是什么?,0
238,肺炎,怎样知道宝宝有没有得肺炎,宝宝肺炎有没有自愈,0
239,上呼吸道感染,30周孕妇上呼吸道感染怎么治疗？,30周孕妇上呼吸道感染如何治疗？,1
240,哮喘,过敏性哮喘的治疗方法是什么,过敏性哮喘需要怎样治疗,1
241,感冒,我经常感冒是为什么？,我经常感冒是因为什么？,1
242,肺气肿,肺气肿的症状有什么？,肺气肿患者呼吸困难怎么办？,0
243,感冒,总是感冒流鼻涕怎么治疗,伤风感冒流鼻涕怎么办,0
244,上呼吸道感染,上呼吸道感染有什么办法治疗？,孕妇上呼吸道感染治疗方法？,0
245,肺气肿,肺气肿患者容易气短的原因是什么?,肺气肿可以自愈吗？,0
246,感冒,感冒打喷嚏该怎么办呢？,感冒不停打喷嚏应该怎么样,1
247,感冒,小孩感冒打预防针会怎么样？,感冒打防疫针有什么危害吗,1
248,上呼吸道感染,中耳炎会使上呼吸道感染吗?,中耳炎吃什么药比较好呢？,0
249,感冒,感冒流鼻涕可以吃什么药？,感冒流鼻涕吃什么药效果好？,1
250,肺气肿,肺气肿的死亡几率大不大？,什么是肺气肿疾病啊？,0
251,支原体肺炎,中医能治小儿支原体肺炎吗？,中医能否治疗小儿支原体肺炎？,1
252,肺气肿,肺气肿复发的概率高吗,如何预防肺气肿的发病,0
253,咳血,服用达肺草需要注意哪些事项,服用达肺草注意事项有哪些,1
254,支原体肺炎,小孩子咽扁颗粒和罗红霉素颗粒可以一块吃吗,咽扁颗粒和罗红霉素颗粒可以让小孩一块吃吗,1
255,肺炎,小孩肺炎的早期症状有哪些?,非典型肺炎有哪些症状?,0
256,哮喘,如何治疗过敏性哮喘，这种病能根治吗？,过敏性哮喘能运动吗？,0
257,感冒,宝宝感冒流鼻涕打喷嚏怎么办好？,宝宝打喷嚏流鼻涕如何是好,1
258,感冒,感冒嗓子疼的厉害该怎么治？,感冒嗓子疼的厉害有什么办法？,1
259,胸膜炎,胸膜炎积水已经包裹会导致感冒复发吗？,胸膜炎积水已经包裹怎么办？,0
260,感冒,孕妇可以吃什么牌子的感冒药,孕妇能不能吃感冒药？,0
261,胸膜炎,胸膜炎半年后每天喝点红酒可以吗,喝红酒行对身体有什么危害吗,0
262,哮喘,老人能用硫酸沙丁胺醇吸入气雾剂吗？,老年人能否用硫酸沙丁胺醇吸入气雾剂？,1
263,肺炎,肺炎链球菌肺炎是怎么引发的？,肺炎链球菌性肺炎怎么治？,0
264,感冒,怀孕23周6天，感冒了怎么办能吃药吗？,怀孕23周6天，嗓子疼是咽炎吗,0
265,感冒,"一直打喷嚏流清鼻涕,需要配点什么药吃？",什么药治疗一直流清水鼻涕打喷嚏,1
266,支原体肺炎,咽扁颗粒和罗红霉素颗粒可以让小孩一块吃吗,小儿咽扁颗粒能和阿莫西林和小儿咳喘灵口服液一起吃吗,0
267,感冒,女性有点感冒过性生活可以吗,感冒的女性可以过性生活吗,1
268,胸膜炎,双侧肋骨疼会是胸膜炎引起吗?,胸膜炎会引起双侧肋骨疼吗?,1
269,肺气肿,肺气肿应怎么治啊？能治好吗？,肺气肿如何可以治好,1
270,肺炎,23价肺炎疫苗价格多少呢？,23价肺炎疫苗一针是多钱,1
271,上呼吸道感染,喝香雪牌抗病毒口服液能有什么危害呢,抗病毒口服液是治疗呼吸道疾病的常用药吗,0
272,上呼吸道感染,感冒咳嗽服用化痰消咳片一天吃几次一次吃几片,化痰消咳片在普通药店可以买到吗,0
273,肺气肿,治疗肺气肿有什么方法？,有什么办法可以治疗肺气肿？,1
274,感冒,如何预防不到5岁小孩老是感冒？,流感疫苗预防5岁小孩的感冒吗？,0
275,哮喘,过敏性哮喘和咳嗽变异性如何区别,变异性哮喘是怎么得的,0
276,肺炎,哺乳期肺炎如何治疗？,哺乳期肺炎怎么办啊?可以继续哺乳吗?,0
277,感冒,小孩子老是感冒该怎么治疗？,为什么小孩子老是感冒？,1
278,感冒,宝宝流鼻涕是不是感冒了？,小孩子流鼻涕是不是感冒的症状？,1
279,肺气肿,肺纤维化肺气肿治疗方案有哪些？,肺纤维化肺气肿能根治吗？,0
280,胸膜炎,胸膜炎有可能导致蛋白流失吗？,蛋白流失会引发什么病,0
281,感冒,孩子感冒流鼻涕有什么办法？,小宝宝感冒流鼻涕用海盐水喷鼻子行吗？,0
282,肺气肿,气紧胸闷肺气肿该怎么做？,肺气肿，胸闷，气短，怎么办？,1
283,上呼吸道感染,婴儿上呼吸道感染是怎么造成的？,婴幼儿上呼吸道感染补充维生素可以改善吗,0
