id,category,query1,query2,label,prob
1825,hypertension,高血压会导致失眠吗,请问医生，失眠是否会导致血压增高？,1,0.5687371492385864
1395,hypertension,高血压可以喝蜂蜜水吗,你好！高血压能长期喝蜂蜜吗？,1,0.5063337190076709
2886,diabetes,糖尿病可不可吃减肥药,为什么糖尿病不能吃减肥药,1,0.5006277600768954
961,hypertension,高血压和脑萎缩怎么办,高血压三级，脑梗塞，脑萎缩，怎么办,1,0.5399683937430382
2199,diabetes,糖尿病人烫伤小腿如何医治,糖尿病人烫伤如何治疗,1,0.45348267670487985
1336,breast_cancer,乳腺癌晚期骨转移严重吗,乳腺癌术后有可能是骨转移吗？,0,0.46391454827971756
1714,aids,三甲医院检查hiv准确吗,四周在三甲医院检测艾滋病准确率多少,1,0.502233802806586
2830,breast_cancer,乳腺癌术后淋巴结转移怎么办,乳腺癌术后转移如何治疗,0,0.5187583919614553
2947,aids,前列腺液会传播艾滋病吗,帮同性手淫，生殖器相互摩擦，他有出前列腺液，他还亲吻我，这样会感染艾滋病吗,1,0.3313920718501322
2477,diabetes,小便时尿液发黄有股甜味，是否有糖尿病？,我的尿有一重麦牙糖的味道，请问我是糖尿病吗,1,0.44771110638976097
2176,aids,这样会被传染艾滋病么,女艾滋病患者用嘴给我口交，这样会被传染吗,0,0.48957615008112043
2125,breast_cancer,乳腺癌早期可以不手术吗,乳腺癌可以不做手术的吗？,0,0.644861102104187
676,breast_cancer,乳腺纤维瘤术后会复发吗,乳腺癌切除会不会复发,0,0.49873730982653797
2652,hepatitis,无郑州乙肝两对半检查费用多少,去医院检查下乙肝两对半要多少费用怎么,1,0.5060771019198
2387,hypertension,高血压与高血脂有什么关系,窦性心律过缓和高血压高血脂有关系吗,0,0.4868671615840867
2460,hepatitis,乙肝患者耐药的表现有哪些,乙肝有哪些表现,0,0.4822703181998804
2751,breast_cancer,乳腺癌手术后还能活多久,乳腺癌治好后能活多久？,0,0.436902292072773
1767,diabetes,糖尿病人能治愈吗,早期糖尿病能逆转吗,1,0.4456116780638695
1570,diabetes,刚查出糖尿病，全身发冷，乏力是为什么？,糖尿病为什么会乏力,1,0.494366938539315
2660,aids,艾滋病毒在体外能存活多久,艾滋病病毒在正常人眼睛存活多久,0,0.45370871771592647
365,breast_cancer,乳腺癌晚期治疗偏方,治疗乳腺癌晚期的中药偏方有哪些？,0,0.6804596483707428
2896,diabetes,糖尿病肾病的早期症状怎么看?,糖尿病临床表现是哪些症状,1,0.46181702066678554
560,diabetes,1型糖尿病必须要打胰岛素吗,糖尿病人必须注射胰岛素吗,0,0.5382228009402752
296,hepatitis,乙肝胃疼应注意什么,应该注意什么,0,0.32087423029588535
656,diabetes,由糖尿病引起的脚趾烂怎么治,糖尿病足部坏死怎么办,0,0.326636906247586
922,hepatitis,乙肝表面抗体阳性，病毒核心抗体阳性有问题吗,乙肝表面抗体阳性、乙肝核心抗体阳性是肝炎吗,1,0.3619350101798773
1977,aids,血液会传染艾滋病吗,离体的血液传染艾滋病毒的可能性,0,0.49514387734234333
393,aids,dtxj会感染hiv吗,会感染hiv么,0,0.5078699998557568
2095,hypertension,如何诊断高血压病,青少年诊断高血压的标准,1,0.48358457145513967
772,aids,伤口与艾滋病患者接触会传染吗,伤口被手接触会染艾滋病吗,0,0.4976484561339021
1486,hepatitis,给宝宝查的血常规能看出是否感染乙肝吗,麻烦问一下普通的血常规能不能查出乙肝什,0,0.4412068948149681
320,breast_cancer,乳腺癌中期有什么症状,乳腺癌患者有什么症状,0,0.4990562720922753
392,breast_cancer,乳腺癌骨转移治疗方法,哪些治疗可以有效抑制乳腺癌的骨转移？,1,0.7655734121799469
49,diabetes,父亲糖尿病会遗传子女吗,糖尿病是什么原因引起的会遗传吗,0,0.3307548090815544
1032,aids,被艾滋病患者指甲抓破抓伤会感染艾滋病吗,被艾滋病人抓伤会得艾滋病吗,1,0.5786151811480522
548,hepatitis,一下乙肝病的患者治疗一般要多久才会,乙肝体细胞免疫治疗的周期有多长呀,0,0.5005643722834066
2616,breast_cancer,乳腺癌转移肺癌有没有可能治愈,乳腺癌能否治愈,0,0.4919327022507787
1684,diabetes,胆囊炎、胆结石、糖尿病患者手术后吃啥,手术后的糖尿病人吃什么好,1,0.30331581280916
1094,hepatitis,乙肝转氨酶升高怎么治疗呢,乙肝病毒遗传者，转氨酶500，要怎么治疗,0,0.4818731468403712
441,diabetes,糖尿病患者光左腿小腿肿怎么办,糖尿病引起腿浮肿怎么治,1,0.40506429108791053
185,diabetes,糖尿病病人的记忆力衰退会怎样？,糖尿病会导致记忆力减退吗,1,0.5007861317135394
2445,breast_cancer,乳腺癌中期有什么症状,乳腺癌有什么症状？请问,0,0.5012777709634975
1706,breast_cancer,乳腺癌骨转移治疗方法,乳腺癌骨转移，皮肤转移怎么治疗,0,0.4355841608485207
2740,hypertension,晕倒是怎么回事,请问74岁的老人高血压，冠心病，心肌缺血突然晕倒了是怎么回事,1,0.4980722088366747
2155,diabetes,尿检几个加就是糖尿病,尿糖四个加号是糖尿病吗,1,0.44976933766156435
1980,aids,和艾滋病人共用物品会被传染吗,与艾滋病人共用杯子会传染吗,0,0.5132034281268716
1403,hepatitis,乙肝大三阳能通过婚检吗,乙肝病毒能否通过婚检,0,0.606131337583065
2323,aids,艾滋病淋巴肿大有什么特殊症状,艾滋病患者劲后淋巴肿大，一般是什么症状,1,0.47255314607173204
2022,hypertension,肾上腺肿瘤引起高血压怎么治疗,刚检查到肾上腺左侧有点增大，引起高血压，我需要怎么治疗。,0,0.4855306202080101
2182,hypertension,高血压不吃药可以吗？,你好！高血压不吃药可以吗！10015,1,0.6073587536811829
744,diabetes,糖尿病引起的肾病通过治疗可以痊愈么？,糖尿病肾病早期可以治好吗？,1,0.502844977658242
555,diabetes,你好，尿糖十4是糖尿病吗,我的尿糖检查为3个+是糖尿病吗,1,0.47577899508178234
1836,diabetes,糖尿病如何诊断类型,请问医生，如何检查糖尿病？,0,0.656943678855896
2422,hypertension,高血压降不下来怎麽办？130170,高血压降不下来怎办,1,0.7198048979043961
341,aids,艾滋病人的口水会不会传染,艾滋病人唾液碰到正常人伤口，会传染艾滋病吗,0,0.4687833245843649
1645,hepatitis,我是一个乙肝大三阳我可以生孩子吗,男性乙肝病毒携带者生孩子会有吗,1,0.49849010130856186
505,hepatitis,我跟乙肝女友做爱了，我有抗体，会传染吗,与乙肝携带者做爱会传染吗,1,0.4985912718693726
2805,breast_cancer,男性为什么会得乳腺癌,年轻人为什么会得乳腺癌,0,0.5026647232007235
1601,aids,两个都没有艾滋病的人肛交没戴安全套会感染艾滋病吗,和患上艾滋病的人性交没带安全套染上的机率,0,0.41837512981146574
598,breast_cancer,乳腺癌一定要切除乳房么,乳腺癌晚期了必须切除乳房吗？,1,0.7699552774429321
2612,aids,身体接触是否会传染艾滋病,皮肤破溃出接触艾滋病人会传染吗,0,0.5000799861736596
1794,diabetes,孕妇有糖尿病如何饮食,妊娠期糖尿病早餐吃什么,0,0.4732913203188218
790,diabetes,糖尿病哪些中成药好,糖尿病的中成药。及治疗的什么样中药制品。,1,0.7473212480545044
2427,breast_cancer,乳腺癌需要放疗吗,乳腺癌是先放疗吗,0,0.49907011911273
1856,breast_cancer,乳腺癌早期要做化疗吗,乳腺癌一定要做化疗吗?,0,0.5052840751595795
222,breast_cancer,乳腺癌脑转移症状有哪些,乳腺癌有哪些具体的症状？,0,0.31662843844969757
2008,hepatitis,治疗乙肝小三阳的常用药有哪些,乙肝小三阳应吃什么药,1,0.7578672170639038
986,aids,舌吻会传染艾滋病吗,没带套kj后舌吻会得艾滋病吗,0,0.34744552537449636
2515,hypertension,心脏病怎么治好多年患有高血压心脏病在医,高血压心脏病怎么治？,1,0.5229143537580967
2495,aids,血液会传染艾滋病吗,被载玻片割破皮肤上面有干的血液会不会传染艾滋病什么的很害怕,0,0.4938581002643332
2084,breast_cancer,乳腺癌脑转移的患者能活多久,乳腺癌最长能活多久?,0,0.4739073100499809
2290,hypertension,高血压用药注意事项,高血压用药有关问题,0,0.5112644843757153
361,breast_cancer,乳腺癌术后还需要化疗吗,乳腺癌术后不想做化疗可以吗,1,0.531562939286232
1603,aids,HIV抗体检测方法有哪些,抗原体检测方法,0,0.6106686294078827
928,breast_cancer,男性为什么会得乳腺癌,怎样会得乳腺癌,0,0.5200267266482115
1846,aids,艾滋病的检查及费用,检查的费用,0,0.5032162237912416
2267,hypertension,我妈妈是高血压患者。白天血压都很正常，但一到晚上就会升高，请问医生这是什么原因？谢谢,高血压早晨起来高白天正常什么原因,1,0.4684871765784919
137,diabetes,孕妇尿糖4个加号，是什么意思,尿糖+-代表什么意思,1,0.4893465447239578
2957,hypertension,血稠、高血压和心脏病的如何治疗。,高血压心脏病如何治疗,1,0.32134545559529215
409,aids,预防艾滋病aids有没有什么好办法,hsv2跟aids有什么,0,0.49249212199356407
2602,aids,这样会感染hiv吗,我被感染hiv吗,0,0.7733272612094879
2678,diabetes,糖尿病肾病病人饮食要注意什么,高血压糖尿病肾病饮食应注意的问题,1,0.49976232647895813
1893,hepatitis,乙肝疫苗对宝宝有影响吗,怀孕8个月，，注射乙肝疫苗对胎儿有影响吗,1,0.5244692750275135
1473,diabetes,尿糖高，什么能吃？什么不能吃？,糖尿病什么能吃？什么不能吃？主食吃什么？,1,0.7577100992202759
2759,aids,无套口交会感染hiv吗,会感染hiv吗会感染hiv吗,0,0.49385489034466445
2532,diabetes,得了糖尿病会影响精子质量吗？现在正喝中,糖尿病会影响精子吗,1,0.5229040216654539
2696,breast_cancer,乳腺囊肿与乳腺癌是同一种病吗,乳腺囊肿是否是乳腺癌,1,0.5784920156002045
225,breast_cancer,乳腺癌骨转移全身疼痛怎么办,乳腺癌转骨癌肺癌现在是疼痛难忍怎么办,1,0.5715630203485489
1678,diabetes,糖尿病人能否吃红枣,干枣糖尿病能吃吗,1,0.34236933290958405
792,breast_cancer,乳腺癌肺部转移有什么治疗方案,乳腺癌转移脑部，肺部怎么治疗,0,0.4990708614932373
2813,hypertension,高血压怎么治疗？？,高血压有什么好办法吗,1,0.5145748630166054
2380,diabetes,有妊娠糖尿病怎么办,怀孕七个月了孕期糖尿病怎么办啊,1,0.577840082347393
1271,aids,被别人摸了会传染艾滋病吗,接吻会被传染艾滋病吗前几天，别人给,0,0.3857437682163436
597,breast_cancer,乳房有硬块是不是乳腺癌,乳房内有2厘米的小硬块是不是乳腺癌,1,0.534670751541853
241,breast_cancer,乳腺癌淋巴转移怎么治疗,淋巴转移该怎么治,0,0.6287804245948792
431,aids,口jiao会感染艾滋病吗,十七岁会感染艾滋病吗,0,0.359495890152175
1364,breast_cancer,乳腺癌转移肺癌有没有可能治愈,乳腺癌能够治愈吗？,0,0.49341936549171805
663,hypertension,高血压的舒张压降不下来怎么办,高血压，低压太高降不下来怎么办,0,0.6543606817722321
960,diabetes,我是2型糖尿病问能吃蜂蜜吗,糖尿病人可以喝天然的蜂蜜吗？,1,0.7986414134502411
1016,aids,这种情况有可能会感染上艾滋病吗,舌吻这种情况会感染艾滋病毒吗,0,0.500143985147588
470,aids,日常生活会传染艾滋病吗,生活中弄伤会传染艾滋病吗,0,0.3066480588167906
930,hypertension,高血压有点脑出血怎么办,高血压引起脑出血怎么办,1,0.5293289739638567
140,aids,碰到艾滋病血会感染艾滋病吗,我的有点破皮没有出血。碰到精液会感染艾滋病吗,0,0.35841040255036205
2464,hepatitis,乙肝疫苗在什么时候接种,什么时候打乙肝免疫球蛋白,1,0.3869606889784336
1373,aids,这样会被传染艾滋病么,这样会被传染乙肝或艾滋吗,0,0.5344170704483986
90,aids,避孕套能预防艾滋病吗,避孕套真的能防艾滋病吗能防多少个百分点啊我不知她有没有艾滋病呢,0,0.4997743550920859
1852,hepatitis,乙肝还能转阴吗,乙肝容易治疗吗,0,0.7631765604019165
1972,aids,艾滋病早期症状特点,我的症状是艾滋病早期症状么，要检测吗,1,0.4977919123484753
1087,aids,艾滋病有什么治疗方案,哪里有治疗艾滋病新方案，我愿意做人体实验,0,0.34929720051877666
2215,diabetes,妊娠期糖尿病不能顺产吗,妊娠期糖尿病能顺产吗,1,0.6404033303260803
87,aids,被艾滋病患者指甲抓破抓伤会感染艾滋病吗,被人抓伤会患艾滋病吗,0,0.5601904802024364
170,diabetes,妊娠合并糖尿病对孕期影响大吗？,孕期糖尿病影响,0,0.6862340420484543
2788,aids,被艾滋病患者指甲抓破抓伤会感染艾滋病吗,被艾滋病患者抓破皮了会不会感染艾滋病,1,0.377565398812294
2685,breast_cancer,乳腺癌术后淋巴结转移怎么办,乳腺癌术后转移了怎么办呀？,0,0.5135960960760713
2206,diabetes,二型糖尿病可以像型糖尿病一样手术吗一,请问糖尿病可以手术治疗吗,0,0.49791601626202464
129,diabetes,得了腔隙性脑梗塞伴有糖尿病怎么办？,大夫你好！得了糖尿病和脑梗塞怎么治疗？,1,0.5151999704539776
2917,breast_cancer,乳腺增生会引起乳腺癌吗,乳腺增生会癌变吗？,1,0.3921136073768139
691,breast_cancer,乳腺癌骨转移晚期如何用药,乳腺癌骨转移的病人该如何治疗,0,0.5984372645616531
144,breast_cancer,乳腺增生和乳腺癌有关系吗,乳腺增生严重吗？乳腺增生与乳腺癌有什么,0,0.49789499829057604
2029,hypertension,怀孕392周尿蛋白2高血压130100可以顺产吗？,高血压孕妇可以顺产吗,1,0.5069578010588884
2721,aids,艾滋病传播几率,艾滋病通過性傳播的几率是100吗,0,0.5287555754184723
2472,diabetes,三高和糖尿病的关系,糖尿病人的三高是怎么回事,1,0.4362604002817534
1315,diabetes,糖尿病和耳聋的关系,糖尿病会耳聋吗,1,0.3309566395764705
1676,diabetes,糖尿病前期可以逆转吗,糖尿病能逆转吗,1,0.5236831214278936
298,hepatitis,乙肝病毒携带者可以办理健康证吗,小三阳能不能办健康证,1,0.49842944950796664
1962,diabetes,怀孕、哺乳会不会加重1型糖尿病？,怀孕能加重糖尿病吗,1,0.5682773441076279
1242,breast_cancer,乳腺癌术后淋巴结转移怎么办,乳腺癌淋巴结转移怎么治,0,0.5041067115962505
1669,hypertension,高血压为什么会流口水,我有高血压，这段时间突然无意识的嘴角像要流口水，可是擦一擦又没有口水，这是怎么回事？,1,0.4637573027284816
1628,diabetes,糖尿病人总出汗怎么办,糖尿病出汗多怎么调理,1,0.5483227297663689
183,hypertension,我想问的是有心脏病和高血压能不能吃冬虫夏草,高血压病人可以吃冬虫夏草吗？如果可以怎么个吃法？,1,0.4336036629974842
1735,hypertension,青少年高血压怎么回事,14岁的青少年为什么有高血压,1,0.5833279192447662
301,hepatitis,乙型肝炎抗原血症治疗周期长吗,乙型肝炎治愈的时间有多久,0,0.4871798837557435
1947,diabetes,糖尿病引起眼睛看不清要怎么治疗？,病人初发糖尿病，眼睛看不清，比较模糊，该怎样治疗,1,0.5527704060077667
1170,diabetes,哪家医院看糖尿病好,北京哪家医院治疗糖尿病好,1,0.7812159061431885
1994,hypertension,高血压病症如何防治,老年人高血压如何防治？,1,0.4976673659402877
1332,hypertension,问高血压脑出血病人能吃钙片吗？,高血压患者可以吃钙片吗,1,0.5086052073165774
2120,breast_cancer,乳腺癌骨转移治疗方法,跪求，乳腺癌骨转移治疗方法,1,0.5005657259607688
892,aids,为什么注射器会传染艾滋病,为什么吸毒共用注射器会得艾滋病（普通人共用注射器也会吗）,1,0.48979548609349877
672,aids,舌吻会传染艾滋病吗,和陪酒女舌吻会不会的梅毒艾滋,0,0.49535020533949137
2274,hepatitis,看乙肝多少费用,乙肝小三阳检查要多少钱,1,0.5079037416726351
2954,hepatitis,乙肝病人接吻会传染吗,女朋友是乙肝病毒携带者接吻性生活会传染我吗,1,0.552068755030632
2007,breast_cancer,乳腺癌术后淋巴结转移怎么办,乳腺癌转移怎么办，,0,0.47964502836111933
874,breast_cancer,哪些致癌物质会导致乳腺癌,什么会导致乳腺癌？,0,0.6212812885642052
1773,diabetes,糖尿病人严重便秘怎么办,糖尿病便秘怎么治,1,0.6837210208177567
1751,hepatitis,婴儿得乙肝怎么治疗,小儿乙肝大三阳应该怎样治疗最合适,0,0.44396278145723045
1632,diabetes,糖尿病肾病的蛋白尿是怎么回事？,怎样确定是糖尿病蛋白尿,0,0.49824179866118357
1365,diabetes,二型糖尿病打胰岛素会否产生依赖性,糖尿病患者长期注射胰岛素会产生依赖性吗？,1,0.5143289994448423
915,hepatitis,乙肝是通过怎么样途径传播的，男性和男性,感染了乙肝，想知道乙肝传播途径有哪些,1,0.51777009293437
2158,aids,这样会感染吗,这样能否感染艾滋病,1,0.5042902640998363
2730,diabetes,糖尿病患者的白内障能做手术吗？谢谢！刘先生,我爸患有二型糖尿病已有三年，最近查出早期白内障，是否一定要手术呢,0,0.7972094416618347
501,diabetes,糖尿病看什么科,"在通州人民看糖尿病,挂什么科室",1,0.4886851580813527
80,breast_cancer,乳腺癌需要放疗吗,乳腺癌化疗后放疗吗,1,0.5302238799631596
295,diabetes,尿糖阳性是否是糖尿病,请问：尿糖三个加号是不是糖尿病？,1,0.751967042684555
573,diabetes,糖尿病跟肝有关系吗,肝火旺和糖尿病有关系吗,1,0.7777341604232788
1256,breast_cancer,乳腺癌转移到肺能活多久,乳腺癌晚期已多处转移还能活多久,0,0.5051034260541201
2666,breast_cancer,乳腺癌晚期扩散到肺怎么办,晚期的乳腺癌，怎么办？,0,0.3333698700298555
1154,hypertension,高血压有什么症状,二级高血压有什么症状,1,0.5033290195278823
1591,aids,钞票是否会传染艾滋病,是否被传染艾丝,0,0.3890348277054727
2667,breast_cancer,乳腺增生会引起乳腺癌吗,乳腺炎乳腺增生会不会变成乳腺癌啊?,1,0.674961730837822
2434,aids,瘙痒是不是得了艾滋病,是不是得了艾滋病呢,0,0.408848499879241
251,diabetes,中药泡脚能治糖尿病吗,2型糖尿病人可以用中药泡脚吗？有什么中,1,0.4894662598380819
1652,hepatitis,急性乙肝能治干吗,乙肝阴性可以治好吗,0,0.3692825410980731
678,breast_cancer,乳房有肿块是不是乳腺癌,乳腺癌是不是乳房摸着有肿块啊？,1,0.7671257555484772
509,breast_cancer,乳腺癌晚期动了手术能活多久,乳腺癌病人五年手术还能活多久,0,0.49143007188104093
1476,aids,唾液和尿液就可以检测艾滋病病毒吗,尿液可以检测艾滋病吗,1,0.47326709516346455
990,breast_cancer,乳腺癌转移到肺部有什么症状,乳腺癌转移症状都有哪些表现?,0,0.6276032477617264
1295,breast_cancer,隐性乳腺癌有什么症状,得乳腺癌有什么症状,0,0.484590545296669
1979,diabetes,糖耐量异常生活方式要注意什么,糖耐量减低患者的生活方式指导,1,0.32723543420434
834,breast_cancer,乳房有肿瘤是不是乳腺癌,乳房旁边有肿块不知是不是乳腺癌,0,0.629078671336174
112,aids,这种情况有可能会感染上艾滋病吗,女方给我无套口交，会感染上艾滋病吗,0,0.5003384439623915
1099,diabetes,糖尿病7年血糖可以做手术吗？,糖尿病人能做手术吗,1,0.4991955776931718
2418,aids,艾滋病人的口水会不会传染,我和艾滋病人接吻，舌头也缴在一起口水可能进了我肚子，这样会被传染hiv吗,0,0.5013972567394376
2702,diabetes,糖耐量异常会有什么危害？怎么控制？,糖尿病怎么控制病情？,0,0.30033839493989944
1218,hepatitis,乙肝黑眼圈怎么回事,为什么乙肝患者会有黑眼圈呢，怎么去除黑眼圈,0,0.6488319635391235
891,diabetes,糖尿病的病人可以吃鸡蛋吗,糖尿病人能吃鸡蛋吗我是说每天能多少,1,0.49026900820899755
1919,diabetes,经常吃甜食喝饮料会得糖尿病吗？,吃很多糖会得糖尿病吗,1,0.5013684167061001
2507,diabetes,尿检葡萄糖+是糖尿病吗,请问我这个是糖尿病吗？,0,0.4981892886571586
1544,diabetes,糖尿病患者应减少夫妻性生活吗？,问问糖尿病能过性生活吗,1,0.33401207625865936
641,aids,得了艾滋病的人一般能活多久,艾滋病人不治疗能活多久,1,0.5054573658853769
2844,hypertension,高血压的饮食禁忌,那些食物对高血压患者有影响,1,0.49935133673716336
1506,hypertension,高血压心绞痛怎么治疗,高血压引起的冠心病怎么治疗,0,0.49596596841001883
1200,aids,和艾滋病人共用剃须刀刮胡子会被感染吗,两人没有艾滋病共用剃须刀会传染艾滋病吗,0,0.31945044809253886
20,breast_cancer,乳腺癌晚期动了手术能活多久,中晚期，乳腺癌，做过手术能活多久,0,0.7551905512809753
546,hepatitis,大三阳怀孕5个月应从何时打乙肝疫苗,新生婴儿需要打乙肝疫苗吗一般什么时候,0,0.4944888380705379
1349,hepatitis,乙肝预苗多少钱,进口乙肝疫苗多少钱,1,0.5094665037468076
1568,aids,口交传染艾滋病的可能性大吗,与好友（男性）口交二次，能传染艾滋病吗,0,0.6347505748271942
1100,breast_cancer,乳腺癌转移扩散还能活多久,得了乳腺癌的人还能活多久,0,0.49709855910623446
2858,diabetes,求助，得了妊娠糖尿病，现在应该怎么办呢？,妊娠糖尿病干结怎么办,0,0.4792002962785773
1007,diabetes,糖尿病人吃什么饮食最好,初期糖尿病人吃什么食物最好,1,0.5026863105595112
2435,aids,口交感染艾滋病的几率是多少,这样感染艾滋病的几率有多大呢,0,0.4985877830768004
1065,diabetes,糖尿病人并发白内障可以治疗吗,糖尿病人得了白内障怎麽治疗,1,0.42422430144506507
337,aids,口交感染艾滋病的几率是多少,如果只是被朋友无套口交，感染艾滋病的几率多大呀,1,0.5018954647239298
1382,diabetes,患有糖尿病的同时又得咯痛风怎么办,糖尿病病合并痛风该如何治疗,1,0.7427032887935638
1426,hepatitis,乙肝会引起胃病吗,乙肝是否会引起胃痛,1,0.566440112888813
1744,breast_cancer,乳房有硬块是不是乳腺癌,乳房有硬块有疼痛会是乳腺癌吗？,1,0.5067067095078528
1537,diabetes,糖尿病看好一共需要多少钱,糖尿病足治疗大概需要多少钱，,0,0.4012007340788841
1889,diabetes,2型糖尿病能治好吗,仓糖尿病能治好吗,0,0.5591937564313412
857,hepatitis,我的乙肝DNA定量231e7，高吗要不要治疗,乙肝小三阳DNA阳性必须治疗吗,0,0.604730136692524
829,aids,用了艾滋病人用过的自慰器成人玩具会被传染吗,自慰器被别人用过会传染肝炎、艾滋病和梅毒吗,0,0.41722010634839535
2939,hepatitis,慢性乙肝怎么锻炼,乙肝患者可以锻炼身体吗做些什么运动好些呢,0,0.4975019078992773
2381,diabetes,尿糖不高可以确定不是糖尿病吗,你好，饭前5.9血糖是糖尿病吗？,0,0.36520821540034376
2025,diabetes,葡萄糖9?6葡萄糖9?6是糖尿病吗,下午抽血化验葡萄糖7，6是否是糖尿病,1,0.48777505836915225
1472,breast_cancer,乳腺癌晚期转移会出现什么症状呢,乳腺癌的肺转移到底有什么症状？,0,0.6852202266454697
2082,breast_cancer,乳腺癌转移肺癌有没有可能治愈,乳腺癌到底有没有治愈的可能？,0,0.501931234728545
1680,hepatitis,乙肝治疗的最新方法,意思，吕说的治疗乙肝的最新技术,1,0.6361141800880432
528,diabetes,糖尿病能用中药根治吗？,中医来说糖尿病能治愈吗,0,0.7085108458995819
197,hepatitis,乙肝预苗多少钱,上海目前乙肝疫苗注射的价格一般多少,0,0.5235207974910736
1043,breast_cancer,乳腺癌严重吗,乳腺癌二期严重吗？,1,0.47880477644503117
704,diabetes,二型糖尿病，需要吃药吗？血糖7.2糖化,是否患有糖尿病？需要吃药吗？,0,0.4507006591593381
1704,hepatitis,最新乙肝治疗有哪些,现在是否有治疗乙肝的方法,1,0.5003969420213252
403,hypertension,高血压要长期吃药吗,高血压患者需要长期服药吗，有没有根治的,1,0.4947013584896922
2924,breast_cancer,挤乳头有液体溢出是不是乳腺癌,乳腺癌会有乳头溢夜的现象吗？,0,0.49845558863307815
545,diabetes,糖尿病需要做哪些检查,怀疑糖尿病，如何确诊？应做哪些检查？,1,0.7943328022956848
2017,hypertension,我患甲亢好多年了，反反复复总是不好，最近血压高了还，请问甲亢会引起高血压吗,高血压会导致甲亢吗,0,0.3867824450135231
2509,hepatitis,乙肝免疫球蛋白需要多少钱一针,治疗乙肝费用是多少,0,0.4922588633489795
