id,category,query1,query2,label,prob
2940,aids,带安全套和朋友做爱性交会感染艾滋病吗,下找朋友带了安全套性交感染艾滋病毒的几率大,1,0.768447756767273
3214,hepatitis,新生婴儿没打卡介苗，可以打乙肝第二针吗,婴儿刚满月可以推迟打第二针乙肝育苗吗,0,0.4501648526638746
2408,aids,伤口间接接触了艾滋病人的体液、血液、分泌物会被传染吗,伤口接触到艾滋病患者的血液可能被感染吗,1,0.6499585658311844
442,hepatitis,乙肝245阳性是什么意思乙肝245阳性是什么意思,乙肝抗体阳性是什么意思,0,0.4702783254906535
502,aids,舌吻会传染艾滋病吗,只是舌吻了，算激烈的了，酒醒后后悔了，会感染艾滋病吗,1,0.4976739000994712
1331,hepatitis,乙肝表面抗原阳性和乙肝核心抗体阳性有没有乙肝,我乙肝核心抗体是阳性，其他都是阴性，是正常的吗,1,0.4189775884151459
555,aids,这样能传播艾滋吗,艾滋病毒的传播,1,0.6401979625225067
1408,aids,带套嫖娼会不会感染艾滋病毒,我会不会感染艾滋病毒啊,0,0.49948927224613726
1689,aids,和艾滋病人共用物品会被传染吗,一个朋友有艾滋病握手摸过其物品会不会被传染,0,0.5513960234820843
1158,hepatitis,打完乙肝疫苗可以怀孕吗,老公打乙肝疫苗期间可以要小孩,0,0.29812148213386536
1790,breast_cancer,乳腺癌术后淋巴结转移怎么办,乳腺癌术后腹膜内淋巴转移咋办？,1,0.4933574591996148
1016,diabetes,糖尿病人可以怀孕吗,糖尿病可以刨第三胎吗,0,0.33119940501637757
1142,diabetes,糖尿病的酮中毒可以输葡萄糖吗,糖尿病可以用葡萄糖注射液吗,1,0.20262304780771956
567,hepatitis,乙肝小三阳能不能抽烟喝酒,患有乙肝小三阳，能不能喝啤酒呢,1,0.49869151739403605
2828,diabetes,有糖尿病是否选择做心脏造影,年龄77，有高血压和糖尿病能做心脏造影吗,1,0.4846044355072081
1600,aids,我感染艾滋病了吗,被感染了吗,0,0.446203141938895
2965,breast_cancer,乳腺癌转移到脑部怎么办,乳腺癌转移怎么办？,0,0.39514647441683337
298,aids,引起艾滋病发病的危险因素有哪些,因素有哪些,0,0.47974011627957225
2084,aids,HIV抗体检测方法有哪些,有关hiv抗体检测的咨询,0,0.71593277156353
1256,aids,艾滋病可以通过口交传染吗,想下，口交不传染艾滋病是真的吗曹韵,1,0.3674342854646966
694,hepatitis,乙肝大三阳，转氨酶高，是否需要治疗，怎,乙肝患者转氨酶居高不下怎么治疗,0,0.6710819900035858
2658,breast_cancer,乳腺癌需要放疗吗,乳腺癌是先放疗吗,0,0.49907011911273
134,diabetes,孕妇糖尿病能顺产吗,有轻微糖尿病可以顺产吗？,1,0.5032057496719062
2890,hypertension,高血压患者能喝咖啡吗？,我爸有高血压能喝咖啡吗？,1,0.5580105222761631
184,diabetes,妊娠合并糖尿病对孕期影响大吗？,孕期糖尿病影响,0,0.6862340420484543
3141,aids,带安全套和朋友做爱性交会感染艾滋病吗,女朋友有艾滋病和女朋友做爱带避孕套会染上艾滋病吗,1,0.521294891834259
2659,hypertension,高血压的人的饮食应该吃什么不应该吃什么,请问高血压病人饮食方面有什么禁忌？应该多吃些什么对病情好一点,1,0.5849070101976395
1880,hepatitis,上海乙肝小三阳治疗方法有哪些，哪个好,乙肝小三阳治疗方法哪种最有效,0,0.5319022871553898
2889,aids,舌头上出现白色毛毛还有小红点是艾滋病症状吗,我的舌头是不是艾滋病症状,0,0.4957665464607999
2641,hepatitis,乙肝检查多少钱,青医附院乙肝指标检查要多少钱,0,0.6174371540546417
2107,aids,口交kj会传染aids吗,口角会传染艾滋病吗,1,0.47567120799794793
1132,aids,艾滋病发烧是什么样的,艾滋病发作是什么样的,0,0.48961305944249034
110,breast_cancer,乳腺癌晚期转移会出现什么症状呢,想了解乳腺癌会有什么症状呢,0,0.49837863841094077
2258,breast_cancer,乳腺纤维瘤术后会复发吗,乳腺癌术后还会不会复发呢？,0,0.5061152428388596
2748,hepatitis,乙肝免疫球蛋白需要多少钱一针,治疗乙肝费用是多少,0,0.4922588633489795
2817,aids,伤口间接接触了艾滋病人的体液、血液、分泌物会被传染吗,不流血的伤口间接接触艾滋病人能传染艾滋吗,0,0.2788154259324074
901,breast_cancer,乳腺癌需要放疗吗,乳腺癌化疗之后还要放疗吗？,1,0.6512113511562347
1183,hepatitis,德阳中江县乙肝疫苗多少钱,种植乙肝疫苗多少钱,1,0.49902368878247216
2860,diabetes,1型糖尿病如何治疗,1型糖尿病昏迷治疗措施,1,0.3732995633035898
803,breast_cancer,乳腺癌骨转移晚期如何用药,乳腺癌出现骨转移怎么办,0,0.274724148446694
2319,hypertension,高血压脑堵塞怎么办,高血压和脑血栓如何治疗？,1,0.25834680814296007
1166,breast_cancer,乳腺癌严重吗,乳腺癌高分化是不是很严重,0,0.5272397100925446
2099,aids,血液会传染艾滋病吗,抹布上的艾滋病血液甩进眼睛会传染吗,0,0.3537741976615507
2015,hypertension,糖尿病高血压心衰现不喘了睡不着觉怎么办,高血压病人失眠如何治疗,1,0.41071829944849014
1815,hepatitis,乙肝疫苗进口有效期,乙肝疫苗多久有效,1,0.47358970521599986
177,breast_cancer,乳腺癌晚期动了手术能活多久,乳腺癌晚期还能活多久?,0,0.50179393729195
72,diabetes,糖尿病人小腿肿了怎么办,糖尿病脚肿流水怎么办,1,0.45927289995597675
1439,diabetes,13岁小孩1型糖尿病能治愈吗,儿童一型糖尿病能够治愈吗？,1,0.7169122099876404
2013,hypertension,高血压患者吃什么药降压好,老人高血压吃什么降压药好,1,0.5055707399733365
1529,hepatitis,乙肝患者的口水能传播病毒,乙肝大三阳一起吃饭吃菜，病毒会通过唾液传染吗,0,0.5648169592022896
3077,hepatitis,乙肝会有生命危险吗,得了乙肝是不是就会死我乙肝小三阳有十,0,0.5000115941511467
2420,diabetes,女子糖尿病可以怀孕吗,一型糖尿病可以怀孕吗,1,0.7304419428110123
51,aids,手淫自慰是否会感染艾滋病,朋友摸了性交的套又摸了我龟头手淫会感染艾滋病吗,1,0.484564042679267
1456,aids,碰到艾滋病血会感染艾滋病吗,麂子血会传染艾滋病毒吗今天收碰到了麂子血了,0,0.4731982066296041
2299,breast_cancer,侵润性导管乳腺癌如何治疗,侵润性乳腺癌咨询治疗方法,1,0.49020874174311757
2191,breast_cancer,乳腺癌术后淋巴结转移怎么办,乳腺癌转移怎么办，,0,0.47964502836111933
2650,aids,艾滋病传播几率,艾滋会这样传播吗,0,0.7618631720542908
1101,diabetes,糖尿病伴有腿肿、双眼复试、大小便失禁，怎么办~~~,糖尿病人大小便失禁怎么治疗,1,0.4854764366755262
975,hepatitis,可以用干扰素治疗乙肝吗,病毒性乙肝用干扰素有限制吗,0,0.6220483630895615
1396,hepatitis,老公有乙肝、夫妻性生活会传染吗,乙肝通过什么途径传染性生活会传染吗,0,0.470726378262043
753,breast_cancer,乳腺癌转移扩散还能活多久,乳腺癌晚期转移病人术后能活多久,0,0.5251653660088778
987,breast_cancer,乳腺癌早期化疗要注意什么,乳腺癌化疗前应该注意什么问题？,0,0.39264236204326153
961,diabetes,你好！我想问下如何增加糖尿病人的体重？,消瘦型糖尿病如何增加体重？,1,0.5252165179699659
287,breast_cancer,早期乳腺癌能治愈吗,请问早期乳腺癌的治愈率高吗,1,0.6728278398513794
25,aids,在公共浴室洗淋浴会传染艾滋病吗,公共浴室的淋浴器开关会传染爱滋病吗，需要检测吗,1,0.41337103565456346
1632,aids,口交感染艾滋病的几率是多少,问问我感染艾滋病的几率,0,0.44829387648496777
288,aids,艾滋病人的寿命有多长,艾滋病发最保守还有多久寿命,1,0.5226874388754368
3200,diabetes,患糖尿病的可以做白内障手术吗,糖尿病白内障手术的禁忌症,0,0.46784410675172694
1252,aids,口交感染艾滋病的几率是多少,关于感染艾滋病的几率,0,0.4957587266108021
2635,aids,艾滋病跟尖锐湿疣、梅毒有联系么,尖锐湿疣会不会和梅毒、艾滋病合并感染呢,1,0.7424148619174957
1393,diabetes,2型糖尿病患者可以生孩子吗？会对孩子有什么影响？,男的糖尿病还能生孩子吗？,0,0.45360855758190155
1893,hypertension,青少年高血压怎么回事,14岁的青少年为什么有高血压,1,0.5833279192447662
2604,diabetes,有妊娠糖尿病怎么办,怀孕七个月了孕期糖尿病怎么办啊,1,0.577840082347393
2772,breast_cancer,乳腺癌晚期动了手术能活多久,乳腺癌晚期可以活多久,0,0.49869797262363136
2293,hepatitis,乙肝吃牛羊肉有问题吗,乙肝可以吃牛肉吗,0,0.2613834924995899
2234,aids,瘙痒是不是得了艾滋病,我究竟是不是得了艾滋病,0,0.48261568881571293
1902,breast_cancer,乳房有硬块是不是乳腺癌,乳房有硬块有疼痛会是乳腺癌吗？,1,0.5067067095078528
362,breast_cancer,男人会得乳腺癌吗,会得乳腺癌吗?,0,0.5117115825414658
2167,breast_cancer,中期乳腺癌的最佳治疗方法有什么,乳腺癌有什么最佳的治疗方法？,0,0.5029732834082097
2676,diabetes,空腹血糖多高是糖尿病,医生你好.空腹血糖6.9是糖尿病吗,1,0.4877633508294821
156,breast_cancer,乳腺增生和乳腺癌有关系吗,乳腺增生严重吗？乳腺增生与乳腺癌有什么,0,0.49789499829057604
201,aids,艾滋病会通过接吻传染吗,急求回答。。艾滋病接吻会感染嘛求专业老,1,0.5047324826009572
2294,diabetes,使用了胰岛素血糖还是降不下来。。,糖尿病人打胰岛素为何血糖降不下来,1,0.6173815280199051
2460,diabetes,孕期糖耐量偏高怎么办,孕期有糖尿病怎么办,1,0.45915543707087636
1192,breast_cancer,切除了子宫和卵巢导致乳腺癌吗,切除子宫会得乳腺癌吗,1,0.20419420395046473
3057,diabetes,频繁手淫会导致肾虚糖尿病吗,过度手淫会引起糖尿病吗,1,0.41221534594660625
1695,diabetes,糖尿病应该吃什么补品？,老人糖尿病吃什么营养品好？,1,0.4808326940983534
2198,aids,无套口交会感染hiv吗,一周前被小姐无套口交我会感染艾滋病吗,1,0.7682114839553833
1920,aids,有艾滋病可以做爱吗,我做爱会不会得艾滋病,0,0.5340088158845901
2789,hepatitis,有了乙肝免疫力还会被传染丙肝吗,乙肝丙肝患者会传染吗,0,0.5743321180343628
1596,breast_cancer,乳腺癌各个时期的特征是什么,乳腺癌的特征,0,0.27289514674339443
62,hypertension,怎样鉴定高血压是继发性还是原发性,怎么通过测量血压确定原发性高血压还是继发,0,0.7570023238658905
477,diabetes,好吃甜食容易得糖尿病吗?,吃多糖会得糖尿病吗,1,0.49874549405649304
1130,diabetes,妊娠期糖尿病怎么治疗,妊娠糖尿病的控制方法,1,0.49472817312926054
1282,diabetes,糖尿病并发症出现持续发烧是什么原因,糖尿病人持续发烧的原因是什么,1,0.49249994894489646
2728,aids,什么是艾滋病的潜伏期,艾滋病会有什么症状潜伏期是指多久潜伏期有什么症状么,0,0.5796453505754471
111,diabetes,用糖尿病治疗仪，能治好病吗？能治去跟吗？,糖尿病治疗仪真的有用吗?,1,0.49892985727638006
541,breast_cancer,乳腺癌淋巴转移怎么治疗,乳腺癌晚期转移腋下淋巴该如何治疗？,1,0.49896359676495194
1548,diabetes,糖尿病人吃什么补气,糖尿病人吃什么补身体,1,0.6452919989824295
163,aids,被别人摸了会传染艾滋病吗,关于是否会被传染艾滋病,0,0.47784234187565744
2898,diabetes,可否确定为糖尿病,我儿子是否患了糖尿病,1,0.4997056794818491
398,breast_cancer,乳腺癌转移肺癌有没有可能治愈,乳腺癌有没有治愈的可能呢？,0,0.5020801881328225
2498,breast_cancer,乳腺癌肝转移有什么症状,乳腺癌转移症状是怎样的,0,0.5507776215672493
3068,breast_cancer,乳腺癌晚期转移会出现什么症状呢,乳腺癌晚期有什么症状,0,0.49976317351683974
195,diabetes,糖尿病患者吃什么主食,糖尿病早上吃什么主食好,1,0.5008334214799106
2976,aids,艾滋病人的血液干涸了还会传染吗,含有艾滋病毒的血液弄到眼睛会传染吗含有艾滋病毒的血液弄到眼睛会传染吗,0,0.4591711444663815
1111,diabetes,糖尿病神经痛如何治疗,糖尿病性神经病应该如何治疗？,1,0.5031706686131656
2795,diabetes,糖尿病血压偏高的病人能吃山药吗？,糖尿病患者能不能吃山药,1,0.5064816004596651
1108,aids,这种情况有可能会感染上艾滋病吗,舌吻这种情况会感染艾滋病毒吗,0,0.500143985147588
994,aids,伤口与艾滋病患者接触会传染吗,拇指上有这样一个伤口，和艾滋病人病人握手，会被传染艾滋病吗,1,0.49943013332085684
2195,breast_cancer,乳腺癌晚期是手术好还是化疗好,乳腺癌晚期，手术治疗行么？,1,0.45716057950630784
481,aids,艾滋病窗口期会出现腹泻症状吗,艾滋病感染四年还有腹泻吗,0,0.49494568491354585
2278,breast_cancer,乳腺癌转移肺癌有没有可能治愈,乳腺癌到底有没有治愈的可能？,0,0.501931234728545
1535,aids,被别人摸了会传染艾滋病吗,我摸了人妖的下体巴会被传染艾滋病么,1,0.5187396183609962
1844,aids,得了艾滋病的人一般能活多久,我有个朋友得了艾滋病不知道可以治疗吗还能活多久,0,0.49607871915213764
1254,aids,伤口与艾滋病患者接触会传染吗,这个伤口与艾滋病人手臂相碰会感染吗,1,0.5018344419077039
2489,diabetes,高血压，糖尿病并发症的预防,怎样防治糖尿病并发症,1,0.22452369928942062
2369,hypertension,高血压孕妇可以顺产吗,是不是高血压可以怀孕吗？,0,0.4068753731553443
1826,diabetes,糖尿病前期可以逆转吗,糖尿病能逆转吗,1,0.5236831214278936
454,diabetes,冠心病高血压糖尿病能喝酒吗,糖尿病患者可以喝酒吗？,1,0.49999614228727296
3150,breast_cancer,乳腺癌转移肺癌有没有可能治愈,乳腺癌转移到大脑里了，还有治愈的希望吗？,0,0.43639026733580977
2439,breast_cancer,乳房有肿瘤是不是乳腺癌,乳房有硬块肿块是不是乳腺癌,0,0.47749435529112816
2280,breast_cancer,乳腺癌脑转移的患者能活多久,乳腺癌最长能活多久?,0,0.4739073100499809
1480,diabetes,2型糖尿病怎样治疗？,糖尿病怎么治疗,0,0.5031949966214597
257,diabetes,糖尿病人感冒都二十天了，一直不好怎么办,糖尿病如何应对感冒？,1,0.4392637938144617
1430,diabetes,有心脏病糖尿病的病人能打葡萄糖注射液吗？,糖尿病人可以输葡萄糖吗,1,0.4237197982147336
2978,diabetes,糖尿病人如何进行自我管理有那些,糖尿病怎么护理,1,0.3837104057893157
1277,hepatitis,去小排档吃东西，能传染乙肝或者丙肝吗,去小排档吃东西会传染乙肝吗,1,0.7207696884870529
1756,diabetes,糖尿病应该怎样控制饮食与运动？,糖尿病如何通过饮食来控制,1,0.488847789762076
463,hypertension,请问血压高是不是高血压,怎样诊断高血压？,1,0.25306179001927376
2371,aids,钞票是否会传染艾滋病,kj会传染艾滋病吗,0,0.5696265697479248
734,diabetes,糖尿病人睡前可以喝酸奶吗,糖尿病人能喝酸奶吗,1,0.5065096858888865
365,diabetes,诱发性糖尿病能怀孕吗?,请问有糖尿病能怀孕吗？,1,0.707374706864357
476,aids,口jiao会感染艾滋病吗,十七岁会感染艾滋病吗,0,0.359495890152175
3079,aids,感染艾滋病24小时会有症状吗,好了有可能是艾滋感染症状吗,1,0.4664500077487901
449,aids,预防艾滋病aids有没有什么好办法,hsv2跟aids有什么,0,0.49249212199356407
32,breast_cancer,乳腺癌脑转移的患者能活多久,乳腺癌转移脑膜瘤能活多久？,1,0.5108529580757022
3193,diabetes,糖尿病人感冒的治疗办法,糖尿病总是感冒怎么办,1,0.6101937517523766
2696,hypertension,我今年40岁，发现有高血压病，能吃避孕药吗？,我是高血压患者，今年48岁，上次月经是16号，昨晚没避孕，能吃紧急避孕药吗,1,0.47797473285754677
2317,hepatitis,慢性乙肝要做手术吗,乙肝病人需要做手术吗,0,0.5767113789916039
3047,hepatitis,新生儿乙型肝炎在哪就诊,幼儿有乙肝去哪看好,0,0.504176429938525
2586,diabetes,糖尿病治疗费大概多少,喜迈康糖尿病综合治疗仪大概多少钱一台,0,0.49716628761962056
685,breast_cancer,乳腺增生会引起乳腺癌吗,乳腺增生会因为长期劳累变成乳腺癌吗,1,0.44880109280347824
1644,hepatitis,急性乙肝注意什么,急性乙肝生活注意什么,1,0.553302351385355
2103,aids,如果口腔有溃疡艾滋病会通过接吻传染吗,如果被嘴巴有破裂的艾滋病患者亲吻奶头，会传染艾滋病吗,0,0.49544121185317636
1910,diabetes,胃转流手术（GBP）治疗糖尿病是真的吗?,胃转流手术可以治疗糖尿病吗,1,0.7045525014400482
3146,hepatitis,乙肝小三阳得了十六年了还能活多久,得了乙肝是不是就会死我乙肝小三阳有十,1,0.3051301698142197
1364,breast_cancer,乳腺癌晚期还能活多久呢,乳腺癌晚期转移病人术后能活多久,0,0.4910091054625809
3017,hypertension,我有高血压多年，最近感觉听力下降该怎么办？,高血压引起的听力下降怎么办,1,0.5059481645002961
1481,diabetes,糖尿病人如何锻炼,糖尿病人运动如何适度？,1,0.5090913027524948
1460,breast_cancer,乳腺癌早期化疗要注意什么,乳腺癌化疗期要注意些什么？,0,0.6621680408716202
2805,diabetes,李晓秋干细胞医治糖尿病手术费大概多少？,GBP手术治疗糖尿病多少钱？,1,0.37020012736320496
2257,hepatitis,解析乙肝病毒变异的原因,乙肝病毒变异是怎么回事，是不是病毒变异就没得救了,0,0.49760624987538904
1498,aids,艾滋病主要通过什么途径传播,艾滋病为什么只通过三种途径传播,0,0.49183495715260506
106,breast_cancer,乳腺癌骨转移有什么特效药,乳腺癌骨转移怎么医治,0,0.44119666097685695
1668,hypertension,高血压必须服药治疗吗？还有什么其它的办法吗？,高血压用药可以调整吗？如要调整必须要重,0,0.2165592429228127
303,diabetes,糖尿病怎样增肥,糖尿病人消瘦怎么增肥,1,0.3815884403884411
1738,breast_cancer,乳腺癌晚期有什么症状,乳腺癌会有什么症状,0,0.505991012789309
1216,hypertension,高血压患者可以喝咖啡,高血压病人或血压高能不能喝咖啡？,1,0.46986328065395355
221,hypertension,患高血压服用什么降压药好,我高血压，110180父母都有，吃什么降压药好,1,0.5051131048239768
1437,diabetes,治糖尿病有什么好方，要怎么治疗啊？,糖尿病的治疗新法,0,0.4923455440439284
784,diabetes,一型糖尿病婚后还能要孩子吗？,有糖尿病能不能生孩子,0,0.6213265210390091
254,diabetes,糖尿病神经病变有什么症状？,请问糖尿病有什么表现,0,0.4627243332215585
2311,diabetes,糖尿病人可以吃海鲜吗？,糖尿病人适合吃海参吗,1,0.39246266114059836
3148,diabetes,葡萄糖3＋是糖尿病吗,空腹葡萄糖6，是否是糖尿病呢？,1,0.413674263516441
324,hepatitis,乙肝胃疼应注意什么,应该注意什么,0,0.32087423029588535
758,breast_cancer,男性为什么会得乳腺癌,为什么会得乳腺癌的疾病呢？,0,0.5198281407356262
3081,hepatitis,乙肝病毒表面抗体阳性乙肝病毒核心抗体阳性是乙肝吗,乙肝核心抗体是阳性，其他4个乙肝是阴性正常吗,1,0.25763423077296466
2008,diabetes,血糖多少和打多少胰岛素的关系,糖尿病人空腹血糖多少要打胰岛素,1,0.5043123997747898
3173,hypertension,孕晚期血压141和83算高血压吗？请问严重吗应该怎么办？,产后高血压怎么办,0,0.4477513826568611
2944,breast_cancer,乳腺癌术后还需要化疗吗,乳腺癌需要化疗吗？,0,0.49335229117423296
3004,hepatitis,乙肝患者怎么样进行抗病毒治疗,查出来是乙肝大三阳，如何进行抗病毒治疗,1,0.5049022370949388
1429,diabetes,糖尿病的病人应该吃什么食品好呢,糖尿病早上吃什么主食好,0,0.5003931782557629
2852,diabetes,糖尿病人可以吃壮阳药吗,糖尿病人吃什么壮阳药,1,0.4935810763563495
2622,aids,肛交会传染艾滋病吗,我10天前和艾滋病无套肛交了一定会传染吗,1,0.6213614419102669
783,breast_cancer,男性为什么会得乳腺癌,为什么会得乳腺癌啊？,0,0.5377774946391582
2857,hypertension,高血压和肾结石有关系吗？,高血压一定和肾病有关系吗,0,0.475711774895899
1466,breast_cancer,乳腺癌转移扩散还能活多久,得了乳腺癌晚期还能活多久啊,0,0.3774734466569498
213,breast_cancer,乳腺癌术后淋巴结转移怎么办,乳腺癌术后，颈部淋巴结转移，怎么办？,1,0.5136795034632087
2564,aids,艾滋病是什么样的情况,一般什么情况下有了艾滋病才知道，，，，，，。。。。。。。。什么情况下,0,0.27210061252117157
551,breast_cancer,乳腺癌脑转移的患者能活多久,乳腺癌脑晚期能活多久,1,0.451605599373579
1412,breast_cancer,隐性乳腺癌有什么症状,得乳腺癌有什么症状,0,0.484590545296669
1485,diabetes,有糖尿病还有血脂稠怎么办,糖尿病血脂高咋办,1,0.6984611451625824
683,aids,尖锐湿疣会引发艾滋病吗,我在两个月前得的尖锐湿疣，疣这个可能的艾滋吗心里没有底,1,0.5015844125300646
79,diabetes,1型糖尿病患者怀孕前后应该注意什么？,妊娠期糖尿病注意什么,0,0.3209506869316101
894,diabetes,糖尿病的女人能否怀孕？,糖尿病肾病可以怀孕吗,1,0.5429456122219563
1043,breast_cancer,乳腺癌术后淋巴结转移怎么办,乳腺癌术后又发现淋巴结怎么办？,1,0.4272805079817772
913,hepatitis,有了乙肝免疫力会传染上丙肝吗,有抗体不会传染乙肝吗,0,0.24924342558369972
1057,breast_cancer,乳腺癌晚期会传染吗,乳腺癌能够传染吗？,0,0.6879437118768692
167,diabetes,孕妇糖尿病是什么症状,妊娠合并糖尿病会有哪些表现？,1,0.7253878712654114
1862,diabetes,二型糖尿病是否遗传？,2型糖尿病的遗传几率,1,0.3513866327702999
1559,aids,感染艾滋病24小时会有症状吗,会感染艾滋病吗，这种情况是艾滋病的症状吗,0,0.500667032552883
885,breast_cancer,早期乳腺癌会有哪些不适,乳腺癌早期症状会有哪些啊？,1,0.5983774587512016
514,diabetes,糖尿病人怎么补血,如果有糖尿病和高血压应该怎样补血,1,0.44419344179914333
133,breast_cancer,隐性乳腺癌有什么症状,乳腺癌患者有什么症状,0,0.5016406592912972
2035,hypertension,丈夫有高血压妻子怀孕对孩子有什么影响,老公有高血压，我们想要小孩，有影响吗,1,0.5116551127284765
199,diabetes,我患有糖尿病，能吃什么补血？？,糖尿病人吃什么补血快,1,0.5459057576954365
3056,aids,口交感染艾滋病的几率是多少,有关感染艾滋病的几率,0,0.49473657266935334
1750,hypertension,高血压可以吃南瓜吗有的说多吃有的说少吃,高血压患者能吃南瓜吗？,1,0.5001424141228199
523,hepatitis,我高三暑假打乙肝疫苗，第三针应该在,学校打乙肝疫苗，分三针打的，打过第一针,1,0.39454409305471927
2638,aids,伤口与艾滋病患者接触会传染吗,伤口接触到肝病或者艾滋病病人的皮肤，手，会传染吗，谢谢,0,0.501636725384742
1649,hypertension,54岁的老人有高血压可以做白内障手术吗？,患有严重心脏病和高血压可以做白内障手术吗,1,0.4628225189517252
228,aids,有艾滋病可以性生活吗,不洁性生活过去半年可以排除艾滋病吗不洁性生活过去半年可以排除艾滋病吗,0,0.5036410880275071
2297,hypertension,高血压吃中成药，吃哪种,治疗高血压的中成药最好的是？,1,0.5691357180476189
2543,breast_cancer,乳腺癌脑转移的患者能活多久,术后乳腺癌脑转移能活多久？,1,0.510711383074522
1273,aids,这样会被传染艾滋病么,这样会不会传染啊,1,0.48788637295365334
65,aids,伤口与艾滋病患者接触会传染吗,嘴巴伤口与艾滋病间接会传染吗,0,0.5137082152068615
1982,aids,预防艾滋病aids有没有什么好办法,我下艾滋病该怎样预防，我下艾滋病该怎样预防,1,0.7353768348693848
1987,diabetes,我婆婆糖尿病血糖14.5请问如何治疗？,怎么样才能把糖尿病治好那！,0,0.4959416567435255
2394,aids,被艾滋病患者咬了一下会感染艾滋病吗,被艾滋病人咬了，咬破了流血了会感染嘛,1,0.4529414251446724
2567,aids,肛交会传染艾滋病吗,有套口交性交会传染艾滋病吗,0,0.49648218392394483
608,aids,肛交会传染艾滋病吗,口交会传染艾滋病吗肛交呢这二者都会产,0,0.5374512448906898
601,breast_cancer,乳腺癌肺部转移有什么治疗方案,乳腺癌手术三个多月发生了肺部转移怎么办,1,0.4985828113858588
1523,breast_cancer,乳腺增生和乳腺癌有什么区别,乳腺癌和乳腺增生好区别吗?怎么,0,0.5553254634141922
2555,diabetes,尿糖的含义,尿糖,1,0.6539082080125809
1908,aids,手淫自慰是否会感染艾滋病,小男孩帮大男孩手淫会的艾滋病吗（无肛交口交）,1,0.48807309567928314
2607,breast_cancer,乳腺癌骨转移晚期如何用药,乳腺癌晚期应如何治疗,0,0.3547439617686905
2298,hypertension,不知道既糖尿病又高血压饮食有那些注意,高血压患者如何注意饮食,1,0.4790059221268166
3225,hypertension,高血压引起的眼底出血怎么治,高血压会引起眼底出血，一眼底出血会引起眼睛看不见、怎么治疗呢？,1,0.4416539631783962
1949,aids,得了艾滋病的人一般能活多久,艾滋病和结核病一起感染了能活多久,0,0.49720580500434153
107,diabetes,有尿糖需要做什么检查,发现尿糖后需要再做什么检查,1,0.5017422786913812
